a7,code,person_need,person_know,person_job,person_edu,edu,job1,edu_knows,job_knows,edu_knows_orig,job_knows_orig,L_knows,L_knows_norm
562.0,5625.0,2.0,1.0,4.0,3.0,3.0,4.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
562.0,5626.0,2.0,1.0,,3.0,3.0,18.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
562.0,5627.0,1.0,1.0,0.0,,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
562.0,5628.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
563.0,5631.0,2.0,1.0,6.0,,4.0,6.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
563.0,5632.0,2.0,1.0,9.0,4.0,4.0,17.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
563.0,5633.0,2.0,1.0,17.0,,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
563.0,5634.0,2.0,1.0,17.0,3.0,3.0,,1.3972776,,1.0,,0.24347176,0.43097225
563.0,5638.0,2.0,1.0,4.0,2.0,,,,,,,-0.42268258,0.21099868
563.0,5639.0,2.0,1.0,17.0,3.0,3.0,15.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
564.0,5643.0,3.0,1.0,18.0,3.0,4.0,18.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
564.0,5644.0,2.0,1.0,18.0,3.0,3.0,4.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
564.0,5645.0,2.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
564.0,5648.0,2.0,1.0,4.0,3.0,3.0,17.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
565.0,5651.0,2.0,1.0,0.0,,2.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
565.0,5653.0,1.0,1.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
565.0,5655.0,3.0,1.0,9.0,4.0,3.0,9.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
565.0,5657.0,1.0,1.0,21.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
566.0,5661.0,1.0,1.0,0.0,,0.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
566.0,5662.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
566.0,5664.0,2.0,1.0,0.0,3.0,3.0,4.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
566.0,5665.0,2.0,1.0,9.0,4.0,4.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
566.0,5666.0,2.0,1.0,0.0,3.0,1.0,0.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
566.0,5667.0,2.0,1.0,27.0,4.0,4.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
566.0,5668.0,2.0,1.0,18.0,3.0,4.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
567.0,5671.0,,0.0,,,3.0,,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
567.0,5674.0,2.0,1.0,27.0,4.0,3.0,27.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
567.0,5675.0,,0.0,,,4.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
567.0,5677.0,,0.0,,,2.0,,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
567.0,5679.0,3.0,1.0,17.0,4.0,4.0,17.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
569.0,5691.0,2.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
569.0,5692.0,3.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
569.0,5693.0,3.0,1.0,0.0,3.0,,0.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
569.0,5697.0,,0.0,,,4.0,6.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
569.0,5699.0,3.0,1.0,4.0,3.0,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
570.0,5701.0,3.0,0.0,1.0,3.0,3.0,9.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
570.0,5702.0,4.0,0.0,17.0,4.0,4.0,,1.3972776,,1.0,,0.24347176,0.43097225
570.0,5703.0,2.0,0.0,25.0,,3.0,6.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
570.0,5706.0,3.0,0.0,9.0,4.0,4.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
570.0,5707.0,2.0,0.0,4.0,,0.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
570.0,5708.0,3.0,0.0,9.0,3.0,4.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
571.0,5711.0,,0.0,,,2.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
571.0,5713.0,3.0,0.0,4.0,4.0,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
571.0,5714.0,4.0,0.0,4.0,2.0,2.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
571.0,5717.0,,0.0,,,4.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
571.0,5719.0,2.0,0.0,5.0,3.0,3.0,,1.3972776,,1.0,,0.24347176,0.43097225
572.0,5721.0,,0.0,,,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
572.0,5723.0,2.0,0.0,9.0,3.0,3.0,5.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
572.0,5724.0,,0.0,,,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
572.0,5725.0,,0.0,,,3.0,12.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
572.0,5726.0,1.0,0.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
572.0,5728.0,2.0,1.0,4.0,3.0,3.0,,1.3972776,,1.0,,0.24347176,0.43097225
572.0,5729.0,,0.0,,,4.0,9.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
573.0,5731.0,2.0,1.0,8.0,3.0,3.0,8.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
573.0,5733.0,3.0,1.0,13.0,3.0,3.0,17.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
573.0,5734.0,1.0,1.0,0.0,2.0,3.0,14.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
573.0,5735.0,2.0,1.0,4.0,3.0,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
573.0,5736.0,2.0,1.0,27.0,4.0,4.0,27.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
573.0,5737.0,2.0,1.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
573.0,5739.0,2.0,1.0,8.0,4.0,4.0,8.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
574.0,5742.0,1.0,1.0,0.0,0.0,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
574.0,5743.0,1.0,1.0,0.0,2.0,2.0,23.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
574.0,5745.0,2.0,1.0,6.0,3.0,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
574.0,5746.0,4.0,1.0,15.0,3.0,3.0,15.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
574.0,5748.0,1.0,1.0,14.0,3.0,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
575.0,5756.0,1.0,1.0,4.0,2.0,2.0,4.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
575.0,5758.0,3.0,1.0,4.0,4.0,4.0,9.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
576.0,5762.0,1.0,1.0,0.0,2.0,2.0,0.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
576.0,5764.0,1.0,1.0,8.0,2.0,3.0,8.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
576.0,5767.0,1.0,1.0,25.0,2.0,2.0,4.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
576.0,5768.0,3.0,1.0,9.0,3.0,3.0,17.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
576.0,5769.0,3.0,1.0,9.0,3.0,3.0,17.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
577.0,5773.0,1.0,1.0,18.0,,2.0,,-0.71551174,,0.0,,0.19648926,0.41545796
577.0,5774.0,3.0,1.0,25.0,2.0,0.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
577.0,5775.0,3.0,1.0,21.0,3.0,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
577.0,5776.0,2.0,1.0,1.0,3.0,2.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
577.0,5777.0,1.0,1.0,0.0,3.0,2.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
577.0,5778.0,2.0,1.0,14.0,2.0,2.0,,1.3972776,,1.0,,0.24347176,0.43097225
577.0,5779.0,1.0,1.0,8.0,2.0,2.0,,1.3972776,,1.0,,0.24347176,0.43097225
578.0,5782.0,2.0,0.0,17.0,2.0,3.0,17.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
578.0,5784.0,1.0,1.0,4.0,2.0,4.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
578.0,5785.0,1.0,1.0,0.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
578.0,5786.0,2.0,1.0,11.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
578.0,5787.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
579.0,5791.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
579.0,5792.0,1.0,1.0,8.0,2.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
579.0,5794.0,1.0,1.0,9.0,2.0,3.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
579.0,5795.0,,0.0,,,4.0,20.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
579.0,5796.0,1.0,0.0,8.0,2.0,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
579.0,5799.0,,1.0,,,3.0,18.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
580.0,5804.0,1.0,0.0,4.0,2.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
580.0,5808.0,1.0,1.0,4.0,2.0,2.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
581.0,5813.0,1.0,1.0,8.0,0.0,2.0,23.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
581.0,5814.0,2.0,0.0,8.0,2.0,1.0,8.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
581.0,5815.0,2.0,0.0,9.0,2.0,2.0,17.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
581.0,5817.0,2.0,1.0,1.0,3.0,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
582.0,5822.0,3.0,1.0,18.0,4.0,4.0,18.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
582.0,5826.0,2.0,1.0,23.0,2.0,3.0,23.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
582.0,5827.0,2.0,0.0,4.0,2.0,3.0,4.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
582.0,5829.0,2.0,1.0,8.0,3.0,2.0,8.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
583.0,5831.0,2.0,1.0,8.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
583.0,5835.0,2.0,0.0,4.0,,3.0,4.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
583.0,5837.0,2.0,1.0,25.0,3.0,3.0,23.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
584.0,5843.0,2.0,0.0,18.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
584.0,5844.0,1.0,0.0,25.0,2.0,3.0,25.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
584.0,5845.0,1.0,0.0,8.0,0.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
584.0,5846.0,2.0,1.0,8.0,,3.0,8.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
584.0,5847.0,3.0,0.0,17.0,3.0,3.0,17.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
585.0,5856.0,3.0,0.0,0.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
585.0,5857.0,2.0,0.0,4.0,2.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
585.0,5858.0,3.0,0.0,4.0,3.0,3.0,17.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
586.0,5864.0,2.0,0.0,4.0,2.0,3.0,4.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
586.0,5865.0,3.0,0.0,25.0,2.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
586.0,5866.0,2.0,0.0,8.0,,0.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
586.0,5867.0,3.0,0.0,0.0,2.0,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
587.0,5874.0,3.0,0.0,0.0,2.0,2.0,4.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
587.0,5875.0,2.0,1.0,14.0,3.0,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
587.0,5877.0,3.0,1.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
587.0,5878.0,3.0,0.0,1.0,4.0,2.0,1.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
587.0,5879.0,2.0,0.0,0.0,2.0,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
588.0,5885.0,2.0,0.0,0.0,,3.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
588.0,5887.0,,0.0,,,4.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
588.0,5888.0,3.0,1.0,17.0,3.0,4.0,17.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
589.0,5891.0,,0.0,,,3.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
589.0,5893.0,,0.0,,,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
589.0,5895.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
589.0,5896.0,,0.0,,,4.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
589.0,5897.0,3.0,1.0,17.0,4.0,3.0,,-0.71551174,,0.0,,0.19648926,0.41545796
589.0,5898.0,,0.0,,,3.0,12.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
589.0,5899.0,,0.0,,,4.0,1.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
590.0,5907.0,3.0,0.0,15.0,3.0,2.0,15.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
590.0,5908.0,,0.0,,,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
591.0,5911.0,3.0,1.0,28.0,3.0,3.0,28.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
591.0,5914.0,,0.0,,,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
591.0,5915.0,1.0,1.0,0.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
591.0,5916.0,2.0,1.0,0.0,3.0,2.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
591.0,5918.0,2.0,1.0,25.0,3.0,3.0,4.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
591.0,5919.0,1.0,1.0,0.0,2.0,2.0,23.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
592.0,5924.0,,0.0,,,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
592.0,5925.0,,0.0,,,4.0,9.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
592.0,5926.0,3.0,1.0,0.0,2.0,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
592.0,5927.0,1.0,1.0,0.0,2.0,3.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
593.0,5935.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
593.0,5936.0,2.0,1.0,17.0,3.0,3.0,17.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
593.0,5937.0,,0.0,,,4.0,9.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
593.0,5938.0,,0.0,,,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
593.0,5939.0,,0.0,,,3.0,9.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
594.0,5943.0,,0.0,,,4.0,18.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
594.0,5947.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
594.0,5949.0,,0.0,,,3.0,13.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
595.0,5954.0,,0.0,,,4.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
595.0,5956.0,2.0,1.0,4.0,3.0,3.0,22.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
595.0,5959.0,2.0,1.0,4.0,3.0,3.0,4.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
596.0,5966.0,,0.0,,,3.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
596.0,5967.0,2.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
596.0,5968.0,2.0,1.0,0.0,3.0,2.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
597.0,5972.0,4.0,1.0,9.0,3.0,4.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
597.0,5973.0,5.0,1.0,17.0,4.0,4.0,2.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
597.0,5974.0,4.0,1.0,4.0,3.0,2.0,6.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
597.0,5975.0,5.0,1.0,9.0,4.0,4.0,1.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
597.0,5978.0,2.0,1.0,0.0,2.0,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
598.0,5981.0,4.0,1.0,11.0,4.0,4.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
598.0,5984.0,2.0,1.0,0.0,3.0,3.0,8.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
598.0,5985.0,2.0,1.0,0.0,3.0,3.0,27.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
598.0,5988.0,4.0,1.0,5.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
598.0,5989.0,2.0,1.0,4.0,2.0,3.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
599.0,5991.0,,0.0,,,3.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
599.0,5992.0,3.0,1.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
599.0,5993.0,2.0,1.0,0.0,,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
599.0,5994.0,3.0,1.0,6.0,3.0,3.0,6.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
599.0,5996.0,2.0,1.0,0.0,,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
599.0,5997.0,3.0,1.0,9.0,3.0,3.0,27.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
599.0,5998.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
600.0,6001.0,2.0,1.0,4.0,,3.0,,-0.71551174,,0.0,,0.19648926,0.41545796
600.0,6002.0,3.0,1.0,23.0,3.0,3.0,23.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
600.0,6003.0,2.0,1.0,4.0,2.0,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
600.0,6004.0,3.0,1.0,17.0,4.0,4.0,1.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
600.0,6009.0,2.0,1.0,4.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
601.0,6011.0,2.0,1.0,0.0,2.0,3.0,0.0,-0.71551174,1.6002363,0.0,1.0,0.9594045,0.6673834
601.0,6015.0,3.0,1.0,17.0,4.0,3.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
601.0,6017.0,3.0,1.0,0.0,4.0,4.0,2.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
601.0,6019.0,3.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
602.0,6022.0,3.0,1.0,4.0,3.0,4.0,1.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
602.0,6023.0,3.0,1.0,9.0,3.0,3.0,9.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
602.0,6024.0,2.0,1.0,22.0,4.0,4.0,4.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
602.0,6025.0,3.0,1.0,,3.0,4.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
602.0,6026.0,2.0,1.0,4.0,3.0,3.0,4.0,1.3972776,1.6002363,1.0,1.0,1.0063869,0.6828976
602.0,6027.0,,1.0,,,4.0,18.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
602.0,6029.0,,0.0,,,3.0,12.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
603.0,6032.0,,0.0,,,4.0,1.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
603.0,6034.0,2.0,1.0,0.0,3.0,3.0,0.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
603.0,6036.0,2.0,1.0,,,3.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
603.0,6037.0,2.0,1.0,0.0,3.0,4.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
603.0,6038.0,3.0,1.0,9.0,4.0,4.0,17.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
603.0,6039.0,2.0,1.0,6.0,3.0,3.0,6.0,1.3972776,1.6002363,1.0,1.0,1.96668,1.0
604.0,6044.0,,0.0,,,2.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
604.0,6047.0,,0.0,,,4.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
604.0,6048.0,,0.0,,,2.0,4.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
604.0,6049.0,,0.0,,,2.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
605.0,6051.0,,0.0,,,4.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
605.0,6055.0,,0.0,,,0.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
605.0,6056.0,,0.0,,,3.0,27.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
605.0,6059.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
606.0,6061.0,1.0,1.0,0.0,,3.0,17.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
606.0,6062.0,3.0,1.0,12.0,3.0,3.0,0.0,1.3972776,-0.6247571,1.0,0.0,0.905911,0.64971906
606.0,6067.0,,0.0,,,3.0,25.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
607.0,6071.0,,0.0,,,3.0,,-0.71551174,1.6002363,0.0,1.0,-0.00088872755,0.35028097
607.0,6072.0,,0.0,,,3.0,14.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
607.0,6074.0,4.0,1.0,4.0,3.0,3.0,23.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
607.0,6075.0,,0.0,,,3.0,18.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
607.0,6078.0,1.0,1.0,11.0,,3.0,21.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
607.0,6079.0,,0.0,,,2.0,8.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
608.0,6083.0,2.0,1.0,,,2.0,1.0,-0.71551174,-0.6247571,0.0,0.0,-0.10136469,0.3171024
608.0,6085.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
608.0,6086.0,,0.0,,,3.0,0.0,-0.71551174,-0.6247571,0.0,0.0,-1.0616579,-7.332227e-17
611.0,6114.0,2.0,1.0,6.0,3.0,3.0,22.0,1.3972776,-0.6247571,1.0,0.0,-0.0543822,0.3326167
