y3,y7,tribe,born_kga,move_kga,inc_mo,inc_wk,possessions,y9,y10,read3,read4,read6,read7,red_poor,red_if,tax_who1,tax_who2,tax_who3,tax_who4,tax_who5,tax_who6,tax_who7,trust4,trust5,trust6,corr14_end,b1,b2,gov2_end,position,connection,colcode,math1,math2,math3,math4,extern4,_merge,female,age,age2,main_tribe,years_kga,educ_lvl,educ_yrs,c11,c12,c13,c14,maths_score,revread3,revread4,literacy_tsh,revread6,revread7,literacy_fr,possessions_nb,revtax_who1,revtax_who3,revtax_who6,index_taxwho,red_ngo,red_state,revred_if,red_prog,index_redistribution,revtrust4,revtrust5,revtrust6,index_trust,state_cap1,gov_resp,revcorr14_end,gov1_end,index_prov_gov,revb2,revb1,b3,index_morale,intrin1,intrin2,intrin3,index_intrinsic,extern1,extern2,extern3,index_extrinsic,job_heard_connection,fam_dgrkoc,fam_gov,index_connection,intrinsic_minus_extrinsic
2.0,23.0,LUALUA,0.0,1994.0,49.09090909090909,13.93939393939394,0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0,2,32.0,,,,,,1,1.0,23.0,529.0,0.0,24.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0570327,3.0,3.0,-0.05997383,3.0,3.0,-0.47914892,0.0,4.0,2.0,3.0,-0.1464759,5.0,5.0,1.0,1.0,0.23670913,4.0,4.0,4.0,1.1039371,1.0,2.0,7.0,0.5,1.292307,4.0,3.0,1.0,1.0687182,,,,,,,,,0.0,1.0,0.0,0.3237034,
1.0,36.0,LUALUA,1.0,,39.39393939393939,6.0606060606060606,0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,4.0,other,33.0,,,,,,1,0.0,36.0,1296.0,0.0,,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,0.0,3.0,3.0,3.0,-0.3730008,3.0,5.0,2.0,2.0,1.0591843,4.0,4.0,4.0,1.1039371,1.0,2.0,6.0,0.5,0.9743261,4.0,3.0,0.0,0.091019616,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,28.0,LUALUA,1.0,,36.36363636363637,7.2727272727272725,3,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.4,4.0,9999,34.0,,,,,5.0,3,0.0,28.0,784.0,0.0,,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,2.0,2.0,-1.3115042,3.0,3.0,-0.47914892,1.0,3.0,2.0,4.0,-0.33452314,5.0,3.0,1.0,2.0,0.21678892,2.0,2.0,3.0,-0.8262783,1.0,1.0,4.0,0.6,0.04101907,4.0,3.0,0.0,0.091019616,5.0,3.0,5.0,1.1911496,3.0,1.0,3.0,-0.072677106,0.0,0.0,0.0,-0.88890743,1.0801294
1.0,26.0,LUALUA,1.0,,121.21212121212122,30.303030303030305,3 4,3.0,6.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.1,4.0,4,35.0,,,,,4.0,3,0.0,26.0,676.0,0.0,,3.0,15.0,1.0,1.0,1.0,0.0,-0.0763361,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,2.0,3.0,1.0,3.0,-1.3948514,3.0,3.0,1.0,1.0,-1.7436479,4.0,4.0,4.0,1.1039371,0.0,1.0,4.0,0.9,-0.3649099,3.0,2.0,1.0,-0.64556813,3.0,3.0,4.0,-0.14633396,3.0,4.0,3.0,1.0053507,0.0,0.0,1.0,0.30434754,-0.9842872
1.0,28.0,LUNTU,1.0,,18.181818181818183,1.2121212121212122,3,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,3.0,9999,36.0,,,,,,1,0.0,28.0,784.0,0.0,,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,1.0,4.0,4.0,4.0,1.4247779,3.0,4.0,1.0,1.0,-1.2260079,3.0,3.0,3.0,-0.09507048,1.0,3.0,7.0,0.5,1.7215164,4.0,3.0,0.0,0.091019616,,,,,,,,,0.0,1.0,0.0,0.3237034,
1.0,21.0,LULUWA,0.0,2010.0,0.0,0.0,0,3.0,6.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,,4.0,4,37.0,,,,,3.0,3,0.0,21.0,441.0,1.0,8.0,3.0,15.0,1.0,0.0,1.0,0.0,-1.5492313,3.0,2.0,-0.6871943,4.0,4.0,0.75788444,0.0,4.0,4.0,4.0,1.4247779,3.0,3.0,1.0,2.0,-0.7282881,2.0,2.0,2.0,-1.2940782,0.0,1.0,4.0,,-0.78245986,4.0,3.0,0.0,0.091019616,4.0,3.0,3.0,-0.012489427,2.0,2.0,2.0,-0.6187599,0.0,0.0,0.0,-0.88890743,0.51814896
2.0,25.0,LULUWA,0.0,2000.0,18.181818181818183,9.090909090909092,3 4 6,3.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.5,1.0,other,38.0,,,,,,1,1.0,25.0,625.0,1.0,18.0,3.0,15.0,1.0,1.0,0.0,1.0,0.046917908,1.0,1.0,-2.5630345,1.0,1.0,-2.9532156,3.0,3.0,3.0,3.0,-0.3730008,4.0,5.0,1.0,2.0,0.77953047,4.0,4.0,4.0,1.1039371,0.0,3.0,4.0,0.5,-0.033949513,3.0,2.0,,-1.2321873,,,,,,,,,1.0,1.0,0.0,1.3575524,
2.0,27.0,LUALUA,1.0,,42.42424242424242,4.242424242424242,3 4 5,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,9999,39.0,,,,,,1,1.0,27.0,729.0,0.0,,3.0,14.0,1.0,1.0,1.0,0.0,-0.0763361,2.0,2.0,-1.3115042,2.0,2.0,-1.7161822,3.0,3.0,3.0,1.0,-1.471807,5.0,5.0,3.0,2.0,2.7564538,4.0,4.0,4.0,1.1039371,0.0,1.0,4.0,1.0,-0.23304525,4.0,3.0,0.0,0.091019616,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,44.0,LULUWA,1.0,,121.21212121212122,21.21212121212121,4,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,4,40.0,,,,,5.0,3,0.0,44.0,1936.0,1.0,,4.0,18.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,4.0,0.75788444,1.0,4.0,4.0,4.0,1.4247779,4.0,3.0,1.0,2.0,-0.25574958,2.0,2.0,2.0,-1.2940782,0.0,1.0,5.0,1.0,0.08493586,2.0,3.0,,-1.1342819,5.0,4.0,4.0,1.2088485,2.0,1.0,2.0,-0.97810256,0.0,0.0,0.0,-0.88890743,1.8690777
1.0,26.0,LUALUA,1.0,,9.090909090909092,7.2727272727272725,1 3 6,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,0.8,4.0,6,41.0,,,,,5.0,3,0.0,26.0,676.0,0.0,,3.0,11.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,4.0,0.75788444,3.0,4.0,3.0,4.0,0.9138526,5.0,3.0,1.0,2.0,0.21678892,2.0,1.0,3.0,-1.2045276,0.0,1.0,5.0,0.2,-0.96998125,4.0,1.0,0.0,-1.7211721,3.0,3.0,3.0,-0.50293213,4.0,1.0,1.0,-0.34439346,0.0,0.0,0.0,-0.88890743,-0.13549507
1.0,44.0,LULUWA,1.0,,46.06060606060606,25.454545454545453,3,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,4.0,5,42.0,,,,,,1,0.0,44.0,1936.0,1.0,,4.0,17.0,1.0,1.0,1.0,1.0,1.0570327,4.0,3.0,0.56433606,3.0,3.0,-0.47914892,1.0,4.0,3.0,3.0,0.3644495,5.0,5.0,2.0,2.0,2.0042615,3.0,3.0,3.0,-0.09507048,0.0,2.0,5.0,1.0,0.5141453,4.0,2.0,0.0,-0.8150761,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,29.0,LULUWA,1.0,,120.3030303030303,18.181818181818183,3,4.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,0.8,4.0,9999,43.0,,,,,,1,0.0,29.0,841.0,1.0,,4.0,20.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,3.0,0.16854718,1.0,3.0,3.0,3.0,-0.3730008,3.0,3.0,1.0,2.0,-0.7282881,1.0,1.0,1.0,-2.4930859,0.0,1.0,4.0,0.2,-1.2879623,3.0,2.0,0.0,-1.6232667,,,,,,,,,0.0,1.0,0.0,0.3237034,
1.0,24.0,LULUWA,1.0,,339.3939393939394,72.72727272727273,1 3 4 5 6,4.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.5,1.0,2,44.0,,,,,,1,0.0,24.0,576.0,1.0,,4.0,20.0,1.0,1.0,1.0,1.0,1.0570327,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,5.0,3.0,3.0,3.0,-0.3730008,5.0,5.0,1.0,1.0,0.23670913,3.0,3.0,3.0,-0.09507048,0.0,1.0,4.0,0.5,-0.89236844,4.0,3.0,0.0,0.091019616,,,,,,,,,1.0,0.0,1.0,1.3381968,
1.0,30.0,LUALUA,1.0,,151.5151515151515,27.272727272727273,3 4 6,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.4,4.0,9999,45.0,,,,,1.0,3,0.0,30.0,900.0,0.0,,3.0,12.0,1.0,1.0,1.0,1.0,1.0570327,3.0,3.0,-0.05997383,3.0,3.0,-0.47914892,3.0,3.0,1.0,3.0,-1.3948514,5.0,5.0,1.0,2.0,1.252069,4.0,4.0,4.0,1.1039371,0.0,1.0,5.0,0.6,-0.44252262,4.0,3.0,,0.482099,3.0,1.0,1.0,-1.9647226,2.0,2.0,1.0,-1.0111405,0.0,0.0,0.0,-0.88890743,-0.8149789
1.0,39.0,LUALUA,1.0,,54.54545454545455,6.0606060606060606,3,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,46.0,,,,,,1,0.0,39.0,1521.0,0.0,,2.0,4.0,1.0,1.0,1.0,0.0,-0.0763361,1.0,1.0,-2.5630345,1.0,1.0,-2.9532156,1.0,3.0,4.0,3.0,0.13792461,5.0,5.0,1.0,1.0,0.23670913,4.0,4.0,4.0,1.1039371,0.0,3.0,7.0,1.0,1.5793169,4.0,3.0,0.0,0.091019616,,,,,,,,,1.0,1.0,1.0,2.5508075,
1.0,26.0,LUALUA,1.0,,72.72727272727273,18.181818181818183,3 4 5,4.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,0.7,1.0,other,47.0,,,,,5.0,3,0.0,26.0,676.0,0.0,,4.0,20.0,1.0,1.0,0.0,0.0,-1.0864509,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,3.0,4.0,4.0,3.0,0.87537485,3.0,4.0,1.0,1.0,-1.2260079,2.0,1.0,4.0,-0.7367277,1.0,2.0,6.0,0.3,0.7105968,4.0,3.0,0.0,0.091019616,3.0,4.0,5.0,0.58456117,3.0,4.0,3.0,1.0053507,1.0,0.0,0.0,0.14494167,-0.35962775
1.0,42.0,LUALUA,0.0,2011.0,181.8181818181818,27.272727272727273,3 4 5,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.2,4.0,9999,48.0,,,,,3.0,3,0.0,42.0,1764.0,0.0,7.0,4.0,18.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,4.0,0.75788444,3.0,4.0,4.0,3.0,0.87537485,5.0,3.0,2.0,2.0,0.96898127,4.0,4.0,4.0,1.1039371,0.0,2.0,4.0,0.8,-0.06756502,3.0,3.0,0.0,-0.7171709,3.0,2.0,1.0,-1.5904254,1.0,1.0,1.0,-1.883528,0.0,0.0,0.0,-0.88890743,0.25050014
2.0,30.0,LUALUA,0.0,1993.0,272.72727272727275,42.42424242424242,3 4 5 6,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,6.0,2.0,4.0,,4.0,9999,49.0,,,,,,1,1.0,30.0,900.0,0.0,25.0,4.0,18.0,1.0,1.0,1.0,0.0,-0.0763361,4.0,4.0,1.1915566,4.0,4.0,0.75788444,4.0,4.0,3.0,4.0,0.9138526,4.0,3.0,3.0,2.0,1.2486352,1.0,1.0,2.0,-2.0252862,0.0,1.0,2.0,,-1.418422,1.0,2.0,,-2.8485682,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,31.0,TETELA,0.0,2000.0,36.36363636363637,10.303030303030303,3,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,1.0,3,50.0,,,,,,1,0.0,31.0,961.0,0.0,18.0,2.0,5.0,1.0,1.0,0.0,1.0,0.046917908,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,1.0,4.0,4.0,4.0,1.4247779,3.0,3.0,1.0,2.0,-0.7282881,4.0,4.0,4.0,1.1039371,0.0,2.0,5.0,0.4,-0.27704248,4.0,3.0,1.0,1.0687182,,,,,,,,,1.0,0.0,0.0,0.14494167,
1.0,34.0,LUALUA,0.0,1989.0,90.9090909090909,12.121212121212121,1 3 4 5 6,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.2,3.0,9999,52.0,,,,,3.0,3,0.0,34.0,1156.0,0.0,29.0,4.0,18.0,1.0,1.0,1.0,1.0,1.0570327,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,5.0,4.0,3.0,4.0,0.9138526,3.0,3.0,2.0,2.0,0.023904312,2.0,4.0,4.0,0.39802027,0.0,1.0,7.0,0.8,0.45716876,4.0,3.0,1.0,1.0687182,2.0,4.0,2.0,-0.9756759,2.0,2.0,2.0,-0.6187599,0.0,0.0,0.0,-0.88890743,-0.30503824
1.0,27.0,LUALUA,0.0,1998.0,18.181818181818183,5.454545454545454,3,4.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,9999,53.0,,,,,,1,0.0,27.0,729.0,0.0,20.0,4.0,20.0,1.0,1.0,1.0,1.0,1.0570327,2.0,2.0,-1.3115042,4.0,4.0,0.75788444,1.0,3.0,3.0,4.0,0.17640227,5.0,5.0,1.0,2.0,1.252069,4.0,4.0,4.0,1.1039371,1.0,2.0,4.0,1.0,0.99768704,4.0,3.0,1.0,1.0687182,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,35.0,KUBA,1.0,,60.60606060606061,3.0303030303030303,3,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,9999,54.0,,,,,,1,0.0,35.0,1225.0,0.0,,2.0,5.0,1.0,1.0,1.0,0.0,-0.0763361,2.0,1.0,-1.9387248,2.0,1.0,-2.3055196,1.0,4.0,3.0,3.0,0.3644495,3.0,3.0,1.0,1.0,-1.7436479,4.0,4.0,4.0,1.1039371,1.0,2.0,5.0,1.0,1.3156681,3.0,3.0,1.0,0.26052764,,,,,,,,,0.0,1.0,1.0,1.5169584,
1.0,29.0,LUALUA,1.0,,60.60606060606061,24.242424242424242,0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,0.5,3.0,4,55.0,,,,,,1,0.0,29.0,841.0,0.0,,4.0,20.0,1.0,1.0,0.0,0.0,-1.0864509,4.0,4.0,1.1915566,4.0,4.0,0.75788444,0.0,3.0,4.0,4.0,0.6873277,3.0,3.0,2.0,2.0,0.023904312,4.0,2.0,3.0,-0.120361336,1.0,2.0,4.0,0.5,0.33836383,4.0,3.0,0.0,0.091019616,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,26.0,LUALUA,1.0,,6.0606060606060606,0.6060606060606061,3 4 5,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,4.0,9999,56.0,,,,,,1,0.0,26.0,676.0,0.0,,4.0,19.0,1.0,1.0,0.0,0.0,-1.0864509,4.0,4.0,1.1915566,2.0,2.0,-1.7161822,3.0,3.0,4.0,4.0,0.6873277,3.0,3.0,1.0,1.0,-1.7436479,4.0,4.0,4.0,1.1039371,1.0,4.0,7.0,0.7,2.4144552,4.0,3.0,0.0,0.091019616,,,,,,,,,0.0,0.0,0.0,-0.88890743,
2.0,28.0,LULUWA,1.0,,15.151515151515152,0.0,0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4,57.0,,,,,,1,1.0,28.0,784.0,1.0,,4.0,20.0,1.0,1.0,1.0,1.0,1.0570327,4.0,3.0,0.56433606,4.0,4.0,0.75788444,0.0,4.0,4.0,2.0,0.3259718,5.0,5.0,1.0,2.0,1.252069,3.0,3.0,3.0,-0.09507048,0.0,1.0,5.0,0.0,-1.2337104,3.0,3.0,0.0,-0.7171709,,,,,,,,,1.0,1.0,0.0,1.3575524,
1.0,29.0,LUALUA,1.0,,200.0,8.484848484848484,3 4,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,9999,58.0,,,,,,1,0.0,29.0,841.0,0.0,,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,4.0,4.0,1.1915566,4.0,4.0,0.75788444,2.0,4.0,4.0,4.0,1.4247779,3.0,3.0,1.0,2.0,-0.7282881,4.0,4.0,4.0,1.1039371,0.0,2.0,5.0,1.0,0.5141453,4.0,3.0,,0.482099,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,21.0,LUALUA,1.0,,90.9090909090909,12.727272727272727,3 4 5,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.2,3.0,1,59.0,,,,,,1,0.0,21.0,441.0,0.0,,2.0,5.0,1.0,1.0,1.0,1.0,1.0570327,2.0,2.0,-1.3115042,2.0,2.0,-1.7161822,3.0,3.0,2.0,1.0,-1.9827324,5.0,3.0,1.0,1.0,-0.7985709,4.0,4.0,4.0,1.1039371,1.0,2.0,5.0,0.8,1.0519389,4.0,2.0,0.0,-0.8150761,,,,,,,,,0.0,1.0,1.0,1.5169584,
1.0,33.0,LULUWA,1.0,,66.66666666666667,12.121212121212121,1 3,4.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5,60.0,,,,,,1,0.0,33.0,1089.0,1.0,,4.0,17.0,1.0,1.0,0.0,1.0,0.046917908,4.0,4.0,1.1915566,4.0,4.0,0.75788444,2.0,3.0,3.0,3.0,-0.3730008,5.0,3.0,1.0,1.0,-0.7985709,3.0,4.0,4.0,0.75097877,0.0,2.0,4.0,0.0,-1.1224821,4.0,3.0,1.0,1.0687182,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,27.0,INSEREZ_SA_TRIBU,0.0,2007.0,220.6060606060606,9.090909090909092,3 4 6,4.0,5.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,9999,61.0,,,,,,1,0.0,27.0,729.0,0.0,11.0,4.0,20.0,1.0,1.0,1.0,1.0,1.0570327,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,3.0,3.0,3.0,3.0,-0.3730008,3.0,3.0,1.0,2.0,-0.7282881,1.0,1.0,3.0,-1.5574862,0.0,1.0,4.0,1.0,-0.23304525,4.0,3.0,1.0,1.0687182,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,24.0,LULUWA,1.0,,117.57575757575758,12.121212121212121,0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,7,62.0,,,,,,1,0.0,24.0,576.0,1.0,,3.0,15.0,1.0,1.0,0.0,1.0,0.046917908,2.0,1.0,-1.9387248,1.0,1.0,-2.9532156,0.0,3.0,3.0,3.0,-0.3730008,5.0,5.0,1.0,2.0,1.252069,4.0,4.0,4.0,1.1039371,0.0,3.0,7.0,0.5,0.9199937,4.0,3.0,1.0,1.0687182,,,,,,,,,1.0,0.0,1.0,1.3381968,
1.0,35.0,LUALUA,1.0,,90.9090909090909,18.181818181818183,1 3 4 5,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,0.5,3.0,9999,63.0,,,,,3.0,3,0.0,35.0,1225.0,0.0,,4.0,18.0,1.0,0.0,0.0,0.0,-2.559346,2.0,2.0,-1.3115042,3.0,3.0,-0.47914892,4.0,4.0,3.0,3.0,0.3644495,5.0,4.0,1.0,2.0,0.73442894,2.0,3.0,4.0,0.019770961,1.0,2.0,4.0,0.5,0.33836383,4.0,3.0,1.0,1.0687182,5.0,3.0,5.0,1.1911496,3.0,2.0,4.0,0.6790461,0.0,0.0,0.0,-0.88890743,0.43766922
1.0,28.0,BINDI,0.0,2010.0,29.09090909090909,18.181818181818183,0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,0.8,3.0,9999,64.0,,,,,2.0,3,0.0,28.0,784.0,0.0,8.0,4.0,20.0,1.0,0.0,0.0,0.0,-2.559346,3.0,3.0,-0.05997383,2.0,2.0,-1.7161822,0.0,3.0,3.0,2.0,-0.9224039,4.0,3.0,2.0,2.0,0.4964428,3.0,3.0,2.0,-0.5628704,0.0,1.0,4.0,0.2,-1.2879623,2.0,1.0,0.0,-3.337553,3.0,4.0,2.0,-0.48523325,2.0,1.0,2.0,-0.97810256,0.0,0.0,0.0,-0.88890743,0.42123073
2.0,29.0,LUALUA,1.0,,30.303030303030305,18.181818181818183,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,0.5,3.0,9999,65.0,,,,,,1,1.0,29.0,841.0,0.0,,4.0,18.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,4.0,0.75788444,0.0,4.0,2.0,4.0,0.40292716,5.0,3.0,1.0,2.0,0.21678892,2.0,3.0,4.0,0.019770961,0.0,2.0,4.0,0.5,-0.46315894,4.0,3.0,,0.482099,,,,,,,,,0.0,0.0,0.0,-0.88890743,
1.0,46.0,LUALUA,0.0,2008.0,298.1818181818182,4.848484848484849,3,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,0.9,,2,66.0,,,,,,1,0.0,46.0,2116.0,0.0,10.0,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,4.0,4.0,1.1915566,4.0,4.0,0.75788444,1.0,4.0,3.0,3.0,0.3644495,5.0,5.0,1.0,1.0,0.23670913,4.0,3.0,4.0,0.7256879,0.0,3.0,4.0,0.1,-0.56140804,3.0,2.0,,-1.2321873,,,,,,,,,,0.0,0.0,-0.5204068,
1.0,28.0,LUALUA,0.0,2008.0,66.66666666666667,9.090909090909092,3 4,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,0.3,1.0,4,67.0,,,,,,1,0.0,28.0,784.0,0.0,10.0,4.0,18.0,1.0,1.0,0.0,1.0,0.046917908,3.0,3.0,-0.05997383,4.0,4.0,0.75788444,2.0,3.0,3.0,3.0,-0.3730008,3.0,3.0,3.0,2.0,0.77609664,1.0,2.0,3.0,-1.1792369,0.0,1.0,4.0,0.7,-0.62863916,4.0,3.0,1.0,1.0687182,,,,,,,,,1.0,1.0,0.0,1.3575524,
1.0,54.0,LUALUA,1.0,,121.21212121212122,30.303030303030305,1 3 4 6,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,0.7,1.0,2,69.0,,,,,3.0,3,0.0,54.0,2916.0,0.0,,4.0,18.0,1.0,1.0,1.0,1.0,1.0570327,4.0,4.0,1.1915566,4.0,4.0,0.75788444,4.0,3.0,3.0,3.0,-0.3730008,4.0,4.0,2.0,2.0,1.0140828,2.0,2.0,2.0,-1.2940782,0.0,1.0,4.0,0.3,-1.1560977,4.0,2.0,0.0,-0.8150761,4.0,3.0,3.0,-0.012489427,2.0,1.0,2.0,-0.97810256,1.0,0.0,0.0,0.14494167,0.8252612
