a7,rouge,geo_stratum,jontax,stratum_jon,commune,joncomp2016,chef_collect_types,chef_collect_ever,salongo_freq,chef_collect_proptax_ever,appoint_yr,chef_stratum,chef_collect_stratum,stratum,stratum_count,treatment,rand1,rank1,count1,numtoselect1_control,probleft2_control,rand2,probleft3_control,numtoselect1_central,probleft2_central,probleft3_central,numtoselect1_local,probleft2_local,probleft3_local,numtoselect1_centralwinfo,probleft2_centralwinfo,numtoselect1_centralxlocal,probleft2_centralxlocal,probleft3_centralwinfo,rand3,order_treatment
686.0,0.0,12.0,0.0,15.0,5.0,1.0,1.0,0.6,3.4,1.0,2004.6,2.0,1.0,31.0,10.0,1.0,0.23240391889694634,3.0,10.0,0.140449438202247,0.140449438202247,0.23240391889694634,,3.133903133903134,0.13390313390313402,,,,,,,,,,0.6715399099835512,73.0
561.0,0.0,12.0,0.0,10.0,5.0,1.0,0.16666666666666666,0.16666666666666666,3.3333333333333335,1.0,2009.3333333333333,1.0,1.0,31.0,10.0,1.0,0.18822652811406038,2.0,10.0,0.140449438202247,0.140449438202247,0.18822652811406038,,3.133903133903134,0.13390313390313402,,,,,,,,,,0.013960705371529714,4.0
544.0,0.0,12.0,0.0,9.0,5.0,1.0,0.5,0.3333333333333333,4.666666666666667,1.0,2011.1666666666667,2.0,1.0,31.0,10.0,1.0,0.006680758771472672,1.0,10.0,0.140449438202247,0.140449438202247,0.006680758771472672,,3.133903133903134,0.13390313390313402,,,,,,,,,,0.2759291755111798,25.0
693.0,0.0,11.0,1.0,15.0,5.0,1.0,0.8333333333333334,0.5,3.8333333333333335,1.0,2003.0,2.0,2.0,30.0,8.0,1.0,0.1810772459294635,2.0,7.0,0.1123595505617976,0.1123595505617976,0.1810772459294635,,2.193732193732194,0.19373219373219408,,,,,,,,,,0.6982676050657127,77.0
678.0,0.0,11.0,1.0,14.0,5.0,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,2005.3333333333333,2.0,2.0,30.0,8.0,1.0,0.06891338297464611,1.0,7.0,0.1123595505617976,0.1123595505617976,0.06891338297464611,,2.193732193732194,0.19373219373219408,,,,,,,,,,0.06162662774272187,9.0
702.0,0.0,11.0,1.0,6.0,5.0,2.0,0.0,0.0,3.3333333333333335,0.0,2011.5,1.0,1.0,29.0,9.0,1.0,0.17910671170221526,1.0,9.0,0.1264044943820223,0.1264044943820223,0.17910671170221526,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.24188997664563694,23.0
681.0,0.0,11.0,1.0,15.0,5.0,2.0,0.0,0.0,1.0,0.7777777777777777,1994.0,2.0,1.0,29.0,9.0,1.0,0.2560914131437636,2.0,9.0,0.1264044943820223,0.1264044943820223,0.2560914131437636,,2.8205128205128207,0.8205128205128207,,,,,,,,,,0.8960259613750926,100.0
689.0,0.0,11.0,0.0,13.0,5.0,1.0,1.25,0.75,2.25,1.0,2002.0,2.0,1.0,28.0,12.0,1.0,0.07791149102660067,2.0,12.0,0.1685393258426964,0.1685393258426964,0.07791149102660067,,3.760683760683761,0.7606837606837611,,,,,,,,,,0.33393805015784117,32.0
679.0,0.0,11.0,0.0,14.0,5.0,1.0,0.25,0.25,1.75,1.0,2002.25,2.0,1.0,28.0,12.0,1.0,0.0073681925304408535,1.0,12.0,0.1685393258426964,0.1685393258426964,0.0073681925304408535,,3.760683760683761,0.7606837606837611,,,,,,,,,,0.22857926212828683,22.0
366.0,0.0,11.0,0.0,32.0,3.0,1.0,0.0,0.0,3.6666666666666665,0.9666666666666666,2014.6666666666667,1.0,1.0,28.0,12.0,1.0,0.14024166243470526,3.0,12.0,0.1685393258426964,0.1685393258426964,0.14024166243470526,,3.760683760683761,0.7606837606837611,,,,,,,,,,0.5532428791208498,60.0
660.0,0.0,10.0,1.0,16.0,5.0,2.0,0.8333333333333334,0.6666666666666666,3.3333333333333335,0.75,2013.1666666666667,1.0,1.0,27.0,18.0,1.0,0.2723135860572362,3.0,18.0,0.2528089887640446,0.2528089887640446,0.2723135860572362,,5.641025641025641,0.6410256410256414,,,,,,,,,,0.14581143723093837,15.0
656.0,0.0,10.0,1.0,17.0,5.0,1.0,0.6,0.4,3.8,1.0,2010.8,1.0,1.0,27.0,18.0,1.0,0.21968376468705897,2.0,18.0,0.2528089887640446,0.2528089887640446,0.21968376468705897,,5.641025641025641,0.6410256410256414,,,,,,,,,,0.21382669007817368,20.0
