Month,Tmt,a7,multipoly,days_carto_2poly,days_collection_2poly,days_consult,days_all_2poly,days_carto_1poly,days_collect_1poly,days_consult_1poly,days_all_1poly,col_code_1,col_type_1,chief_code1,col_code_2,col_type_2,chief_code2,col1_today,col1_key,col1_start,col1_end,col1_a3,col1_a4,col1_chef_code2,col1_chefcheck,col1_asstcheck,col1_code,col1_code2,col1_y3,col1_consent7,col1_y7,col1_tribe,col1_tribe_o,col1_subtribe,col1_subtribe_o,col1_religion,col1_religion_other,col1_born_kga,col1_move_kga,col1_commune,col1_quartier,col1_y34a,col1_y34b,col1_y34,col1_y35,col1_y36,col1_occupation,col1_occupation_other,col1_what_otheract,col1_what_otheract_other,col1_inc_mo,col1_inc_wk,col1_possessions,col1_hh_size,col1_y9,col1_y10,col1_c10,col1_c11,col1_c12,col1_c13,col1_c14,col1_tshilup,col1_read3,col1_read4,col1_frenchp,col1_read6,col1_read7,col1_type_start,col1_type_end,col1_red_ngo,col1_red_state,col1_red_poor,col1_red_if,col1_red_prog,col1_tax_who1,col1_tax_who2,col1_tax_who3,col1_tax_who4,col1_tax_who5,col1_tax_who6,col1_tax_who7,col1_provide1,col1_provide1_other,col1_provide2,col1_provide2_other,col1_provide3,col1_provide3_other,col1_provide4,col1_provide4_other,col1_provide5,col1_provide5_other,col1_provide6,col1_provide6_other,col1_provide7,col1_provide7_other,col1_state_cap1,col1_state_cap2,col1_trust2,col1_trust4,col1_trust5,col1_trust6,col1_trust7,col1_gov_resp,col1_corr14_end,col1_b1,col1_b2,col1_b3,col1_gov1_end,col1_gov2_end,col1_wtp_1500,col1_wtp_2000,col1_wtp_2500,col1_wtp_3000,col1_job,col1_job_other,col1_years,col1_months,col1_position,col1_position_other,col1_fam_dgrkoc,col1_fam_dgrkoc_who,col1_fam_dgrkoc_who_other,col1_fam_gov,col1_fam_gov_who,col1_fam_gov_who_other,col1_connection,col1_connection_other,col1_beep1,col1_beep1_other,col1_beep2,col1_beep2_other,col1_z18,col1_lang2,col1_metainstanceid,col1_codecheck,col1_assist_chef_know,col1_assist_chef_know_other,col1_assist_chef_yrs,col1_assist_chef_live,col1_chef_assist_know,col1_chef_assist_know_other,col1_chef_assist_yrs,col1_chef_assist_life,col1_available,col1_replace,col1_reason_replace,col1_replaced_code,col1_replaced_code2,col1_codecheck_replace,col1_date,col1_date_f,col1_type,col1_short_label,col1_value_label,col1_keep,col1_labelEnglish,col1_tot_complete,col1_colcode,col1_colcode_chef,col1_colcode_assis,col1_dup_code,col1_dup_chefcode,col1_replace_assis,col1_dup_assis,col1_d1,col1_d2,col1_d3,col1_d4,col1_d5,col1_d6,col1_d7,col1_d8,col1_d9,col1_d10,col1_d11,col1_d12,col1_flag_WTP,col1_grade,col1_campaign_time,dup,col2_today,col2_key,col2_start,col2_end,col2_a3,col2_a4,col2_chef_code2,col2_chefcheck,col2_asstcheck,col2_code,col2_code2,col2_y3,col2_consent7,col2_y7,col2_tribe,col2_tribe_o,col2_subtribe,col2_subtribe_o,col2_religion,col2_religion_other,col2_born_kga,col2_move_kga,col2_commune,col2_quartier,col2_y34a,col2_y34b,col2_y34,col2_y35,col2_y36,col2_occupation,col2_occupation_other,col2_what_otheract,col2_what_otheract_other,col2_inc_mo,col2_inc_wk,col2_possessions,col2_hh_size,col2_y9,col2_y10,col2_c10,col2_c11,col2_c12,col2_c13,col2_c14,col2_tshilup,col2_read3,col2_read4,col2_frenchp,col2_read6,col2_read7,col2_type_start,col2_type_end,col2_red_ngo,col2_red_state,col2_red_poor,col2_red_if,col2_red_prog,col2_tax_who1,col2_tax_who2,col2_tax_who3,col2_tax_who4,col2_tax_who5,col2_tax_who6,col2_tax_who7,col2_provide1,col2_provide1_other,col2_provide2,col2_provide2_other,col2_provide3,col2_provide3_other,col2_provide4,col2_provide4_other,col2_provide5,col2_provide5_other,col2_provide6,col2_provide6_other,col2_provide7,col2_provide7_other,col2_state_cap1,col2_state_cap2,col2_trust2,col2_trust4,col2_trust5,col2_trust6,col2_trust7,col2_gov_resp,col2_corr14_end,col2_b1,col2_b2,col2_b3,col2_gov1_end,col2_gov2_end,col2_wtp_1500,col2_wtp_2000,col2_wtp_2500,col2_wtp_3000,col2_job,col2_job_other,col2_years,col2_months,col2_position,col2_position_other,col2_fam_dgrkoc,col2_fam_dgrkoc_who,col2_fam_dgrkoc_who_other,col2_fam_gov,col2_fam_gov_who,col2_fam_gov_who_other,col2_connection,col2_connection_other,col2_beep1,col2_beep1_other,col2_beep2,col2_beep2_other,col2_z18,col2_lang2,col2_metainstanceid,col2_codecheck,col2_assist_chef_know,col2_assist_chef_know_other,col2_assist_chef_yrs,col2_assist_chef_live,col2_chef_assist_know,col2_chef_assist_know_other,col2_chef_assist_yrs,col2_chef_assist_life,col2_available,col2_replace,col2_reason_replace,col2_replaced_code,col2_replaced_code2,col2_codecheck_replace,col2_date,col2_date_f,col2_type,col2_short_label,col2_value_label,col2_keep,col2_labelEnglish,col2_tot_complete,col2_colcode,col2_colcode_chef,col2_colcode_assis,col2_dup_code,col2_dup_chefcode,col2_replace_assis,col2_dup_assis,col2_d1,col2_d2,col2_d3,col2_d4,col2_d5,col2_d6,col2_d7,col2_d8,col2_d9,col2_d10,col2_d11,col2_d12,col2_flag_WTP,col2_grade,col2_campaign_time
3,2,333,1.0,5.0,14.0,0.0,19.0,2.5,7.0,0.0,9.5,208.0,2,33732.0,,3,,2018-05-30,uuid:8f1c8923-5103-47e3-8d3b-386445bbcc74,2018-05-30 11:58:16,2018-05-30 12:45:17,"May 30, 2018",11:58:00 AM,33732.0,1.0,,,,,1.0,,,.,,,,,,,,,,,,,,,,.,.,,,,,,,OK,1.0,0.0,1.0,1.0,OK,2.0,2.0,OK,4.0,4.0,,,5.0,3.0,3.0,2.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,2.0,2.0,800.0,200.0,10.0,7.0,3.0,1.0,,,,,,,,,,,,,,,.,.,,.,0,2.0,uuid:8f1c8923-5103-47e3-8d3b-386445bbcc74,,,,,,1,,,1.0,1.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,208.0,208.0,608.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2019-02-25,uuid:3f8a56ed-3f14-466f-a8fb-6d3cede8b114,2019-02-25 08:47:06,2019-02-25 09:19:38,"Feb 25, 2019",8:47:00 AM,33732.0,,1.0,,,1.0,1.0,30.0,LULUWA,.,,Bakua kalenda,3,,1.0,,Katoka,Tukombe,1.0,,4.0,,KAZUMBA,9,,,,100000.0,30000.0,3 4 6,4.0,4.0,5.0,OK,1.0,1.0,0.0,1.0,OK,2.0,1.0,OK,1.0,1.0,.,.,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1,,1.0,,1.0,,1,,1,,1.0,,1,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1000.0,0.0,10.0,7.0,5.0,2.0,,,,,.,.,,.,.,,.,.,,,1,,1,,0,2.0,uuid:3f8a56ed-3f14-466f-a8fb-6d3cede8b114,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,322.0,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,335,1.0,5.0,14.0,0.0,19.0,2.5,7.0,0.0,9.5,208.0,2,33732.0,,3,,2018-05-30,uuid:8f1c8923-5103-47e3-8d3b-386445bbcc74,2018-05-30 11:58:16,2018-05-30 12:45:17,"May 30, 2018",11:58:00 AM,33732.0,1.0,,,,,1.0,,,.,,,,,,,,,,,,,,,,.,.,,,,,,,OK,1.0,0.0,1.0,1.0,OK,2.0,2.0,OK,4.0,4.0,,,5.0,3.0,3.0,2.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,2.0,2.0,800.0,200.0,10.0,7.0,3.0,1.0,,,,,,,,,,,,,,,.,.,,.,0,2.0,uuid:8f1c8923-5103-47e3-8d3b-386445bbcc74,,,,,,1,,,1.0,1.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,208.0,208.0,608.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2019-02-25,uuid:3f8a56ed-3f14-466f-a8fb-6d3cede8b114,2019-02-25 08:47:06,2019-02-25 09:19:38,"Feb 25, 2019",8:47:00 AM,33732.0,,1.0,,,1.0,1.0,30.0,LULUWA,.,,Bakua kalenda,3,,1.0,,Katoka,Tukombe,1.0,,4.0,,KAZUMBA,9,,,,100000.0,30000.0,3 4 6,4.0,4.0,5.0,OK,1.0,1.0,0.0,1.0,OK,2.0,1.0,OK,1.0,1.0,.,.,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1,,1.0,,1.0,,1,,1,,1.0,,1,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1000.0,0.0,10.0,7.0,5.0,2.0,,,,,.,.,,.,.,,.,.,,,1,,1,,0,2.0,uuid:3f8a56ed-3f14-466f-a8fb-6d3cede8b114,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,322.0,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,375,0.0,3.0,20.0,0.0,23.0,3.0,20.0,0.0,23.0,427.0,2,37688.0,,3,,2018-08-09,uuid:d2f1d344-c9b8-4b77-8b97-daf219912634,2018-08-09 08:55:20,2018-08-09 10:00:01,"Aug 9, 2018",7:55:00 AM,37688.0,1.0,,,,,1.0,,,.,,,,,,,,,,,,,,,,,,,,,,,,OK,0.0,0.0,0.0,0.0,OK,2.0,2.0,OK,2.0,2.0,.,.,5.0,5.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,,,,,,,,,,,,2.0,2.0,2.0,200.0,800.0,8.0,7.0,6.0,3.0,,,,,.,.,,.,.,,.,.,,,,,,,0,2.0,uuid:d2f1d344-c9b8-4b77-8b97-daf219912634,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,427.0,427.0,827.0,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,2019-02-25,uuid:cacd40ab-9c14-4bc1-b781-641bdeea9514,2019-02-25 08:24:19,2019-02-25 09:06:35,"Feb 25, 2019",8:24:00 AM,37688.0,,0.0,,,1.0,1.0,36.0,LULUWA,.,47.0,,1,,0.0,1985.0,Katoka,Katoka,1.0,,4.0,,KAZUMBA,4,,,,70000.0,15000.0,3,2.0,4.0,1.0,OK,1.0,1.0,1.0,1.0,OK,1.0,1.0,OK,1.0,1.0,.,.,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,1,,1.0,,3.0,,1,,2,,1.0,,2,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,900.0,100.0,10.0,6.0,5.0,3.0,,,,,.,.,,.,.,,.,.,,,1,,1,,0,2.0,uuid:cacd40ab-9c14-4bc1-b781-641bdeea9514,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,559,0.0,4.0,18.0,0.0,22.0,4.0,18.0,0.0,22.0,225.0,2,55885.0,0.0,3,,2018-06-01,uuid:d1b87303-67c5-4951-829a-f698caf00087,2018-06-01 10:14:57,2018-06-01 10:48:34,"Jun 1, 2018",10:15:00 AM,55885.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,0.0,1.0,OK,2.0,2.0,OK,2.0,2.0,.,.,5.0,3.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,2.0,2.0,888.0,888.0,8.0,7.0,5.0,4.0,.,.,,,.,.,,.,.,,.,.,.,.,6,.,,.,0,2.0,uuid:d1b87303-67c5-4951-829a-f698caf00087,,,,,,,,,,1.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,225.0,225.0,625.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2018-06-23,uuid:39e703bd-46a1-4e30-89c9-7306bb981d6a,2018-06-23 10:19:11,2018-06-23 11:01:06,"Jun 23, 2018",9:19:00 AM,55885.0,,1.0,,,1.0,1.0,68.0,LULUWA,.,,Bena Mbiye,3,,0.0,1960.0,Kananga,Plateau,1.0,,4.0,,DEMBA,9,,,,200000.0,50000.0,3,2.0,3.0,6.0,OK,1.0,1.0,1.0,1.0,OK,1.0,2.0,OK,1.0,2.0,.,.,5.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2,,2.0,,2.0,,2,,2,,2.0,,1,,0.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,500.0,500.0,6.0,5.0,4.0,3.0,,,,,.,.,,.,.,,.,.,,,6,,6,,0,2.0,uuid:39e703bd-46a1-4e30-89c9-7306bb981d6a,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,,,,445.0,,,0.0,,,,,,,,,,,,,,,1.0
3,2,567,0.0,2.0,21.0,0.0,23.0,2.0,21.0,0.0,23.0,,2,56385.0,184.0,3,,2018-05-30,uuid:44926421-e1aa-454e-9da1-0b0489916a67,2018-05-30 10:26:53,2018-05-30 10:44:44,"May 30, 2018",10:26:00 AM,56385.0,1.0,,,,,1.0,,,.,,,,,,,,,,,,,,,,.,.,,,,,,,OK,1.0,1.0,1.0,1.0,OK,1.0,2.0,OK,1.0,1.0,,,4.0,4.0,2.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,1.0,2.0,2.0,0.0,1000.0,9.0,8.0,7.0,4.0,,,,,,,,,,,,,,,6,.,6,.,0,1.0,uuid:44926421-e1aa-454e-9da1-0b0489916a67,,,,,,12,,0.0,5.0,1.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,204.0,204.0,604.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,2018-06-14,uuid:297e95bc-aeb4-4ff2-9134-ec45049218dc,2018-06-14 12:24:09,2018-06-14 13:03:04,"Jun 14, 2018",11:24:00 AM,56385.0,,1.0,,,1.0,1.0,34.0,LULUWA,.,,Bakua mushilu,1,,1.0,,Kananga,Plateau,0.0,,4.0,,KANANGA,0,,9,,200000.0,45000.0,3,4.0,3.0,6.0,OK,1.0,1.0,0.0,1.0,OK,1.0,1.0,OK,1.0,1.0,.,.,5.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,1,,3.0,,1.0,,1,,3,,3.0,,1,,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,600.0,400.0,7.0,6.0,5.0,3.0,,,,,.,.,,.,.,,.,.,,,1,,5,,0,1.0,uuid:297e95bc-aeb4-4ff2-9134-ec45049218dc,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,,,,445.0,,,0.0,,,,,,,,,,,,,,,0.0
3,2,585,1.0,4.0,17.0,0.0,21.0,2.0,8.5,0.0,10.5,233.0,2,58784.0,111.0,3,,2018-06-01,uuid:fabedd8c-b27a-48c9-8ff1-5c58015871b3,2018-06-01 16:37:47,2018-06-01 16:57:08,"Jun 1, 2018",4:37:00 PM,58784.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,0.0,1.0,OK,2.0,2.0,OK,2.0,2.0,.,.,3.0,5.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,2.0,1.0,500.0,500.0,7.0,5.0,4.0,1.0,.,.,,,.,.,,.,.,,.,.,.,.,6,.,,.,0,2.0,uuid:fabedd8c-b27a-48c9-8ff1-5c58015871b3,,,,,,,,,,2.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,233.0,233.0,633.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2018-06-11,uuid:5d041ec2-63f6-4aa6-8ab9-79b928e9995c,2018-06-11 13:08:07,2018-06-11 13:34:26,"Jun 11, 2018",12:08:00 PM,58784.0,,1.0,,,1.0,1.0,64.0,TETELA,.,,,11,,0.0,2003.0,Kananga,Plateau,1.0,,5.0,,LUBEFU,9,,,,150000.0,78000.0,3 6,8.0,4.0,2.0,OK,1.0,1.0,1.0,1.0,OK,3.0,3.0,OK,1.0,2.0,.,.,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2,,2.0,,2.0,,2,,5,,2.0,,2,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,600.0,400.0,6.0,4.0,3.0,2.0,,,,,.,.,,.,.,,.,.,,,6,,6,,Le sondage administré dans le polygone mais pas chez le repondant car il était occupé chez son voisin à 3 avenues de chez lui,1.0,uuid:5d041ec2-63f6-4aa6-8ab9-79b928e9995c,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,111.0,,,445.0,,,0.0,,,,,,,,,,,,,,,0.0
3,2,586,1.0,4.0,17.0,0.0,21.0,2.0,8.5,0.0,10.5,233.0,2,58784.0,111.0,3,,2018-06-01,uuid:fabedd8c-b27a-48c9-8ff1-5c58015871b3,2018-06-01 16:37:47,2018-06-01 16:57:08,"Jun 1, 2018",4:37:00 PM,58784.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,0.0,1.0,OK,2.0,2.0,OK,2.0,2.0,.,.,3.0,5.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,2.0,1.0,500.0,500.0,7.0,5.0,4.0,1.0,.,.,,,.,.,,.,.,,.,.,.,.,6,.,,.,0,2.0,uuid:fabedd8c-b27a-48c9-8ff1-5c58015871b3,,,,,,,,,,2.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,233.0,233.0,633.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2018-06-11,uuid:5d041ec2-63f6-4aa6-8ab9-79b928e9995c,2018-06-11 13:08:07,2018-06-11 13:34:26,"Jun 11, 2018",12:08:00 PM,58784.0,,1.0,,,1.0,1.0,64.0,TETELA,.,,,11,,0.0,2003.0,Kananga,Plateau,1.0,,5.0,,LUBEFU,9,,,,150000.0,78000.0,3 6,8.0,4.0,2.0,OK,1.0,1.0,1.0,1.0,OK,3.0,3.0,OK,1.0,2.0,.,.,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2,,2.0,,2.0,,2,,5,,2.0,,2,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,600.0,400.0,6.0,4.0,3.0,2.0,,,,,.,.,,.,.,,.,.,,,6,,6,,Le sondage administré dans le polygone mais pas chez le repondant car il était occupé chez son voisin à 3 avenues de chez lui,1.0,uuid:5d041ec2-63f6-4aa6-8ab9-79b928e9995c,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,111.0,,,445.0,,,0.0,,,,,,,,,,,,,,,0.0
3,2,600,1.0,4.0,19.0,0.0,23.0,2.0,9.5,0.0,11.5,,2,60183.0,,3,,2018-06-04,uuid:d80e5cd0-a443-4d64-9ee0-2d4abd7fedfa,2018-06-04 13:38:12,2018-06-04 14:34:20,"Jun 4, 2018",1:38:00 PM,60183.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,1.0,1.0,OK,1.0,1.0,OK,1.0,1.0,.,.,3.0,3.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,1.0,2.0,2.0,500.0,500.0,7.0,5.0,4.0,3.0,.,.,,,.,.,,.,.,,.,.,.,.,6,.,6,.,0,1.0,uuid:d80e5cd0-a443-4d64-9ee0-2d4abd7fedfa,,,,,,,,,,2.0,1.0,0,60183.0,60183.0,,29 Apr 2019,2019-04-29,,,,,,1.0,249.0,249.0,649.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2019-02-25,uuid:49df02d0-6fbe-4ba5-8036-bf69fefa52a6,2019-02-25 07:26:21,2019-02-25 07:57:19,"Feb 25, 2019",7:26:00 AM,60183.0,,1.0,,,1.0,1.0,24.0,LULUWA,.,,Bajila kapumbu,11,,1.0,,Kananga,Plateau,1.0,,4.0,,LUEBO,12,,,,100000.0,50000.0,1 3 4 5,4.0,3.0,6.0,OK,1.0,1.0,0.0,0.0,OK,3.0,3.0,OK,3.0,3.0,.,.,3.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,8,,1.0,,1.0,,2,,3,,1.0,,1,,0.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,500.0,500.0,8.0,6.0,5.0,4.0,,,,,.,.,,.,.,,.,.,,,1,,1,,999999999,2.0,uuid:49df02d0-6fbe-4ba5-8036-bf69fefa52a6,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,601,1.0,4.0,19.0,0.0,23.0,2.0,9.5,0.0,11.5,,2,60183.0,,3,,2018-06-04,uuid:d80e5cd0-a443-4d64-9ee0-2d4abd7fedfa,2018-06-04 13:38:12,2018-06-04 14:34:20,"Jun 4, 2018",1:38:00 PM,60183.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,1.0,1.0,OK,1.0,1.0,OK,1.0,1.0,.,.,3.0,3.0,3.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,1.0,2.0,2.0,500.0,500.0,7.0,5.0,4.0,3.0,.,.,,,.,.,,.,.,,.,.,.,.,6,.,6,.,0,1.0,uuid:d80e5cd0-a443-4d64-9ee0-2d4abd7fedfa,,,,,,,,,,2.0,1.0,0,60183.0,60183.0,,29 Apr 2019,2019-04-29,,,,,,1.0,249.0,249.0,649.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2019-02-25,uuid:49df02d0-6fbe-4ba5-8036-bf69fefa52a6,2019-02-25 07:26:21,2019-02-25 07:57:19,"Feb 25, 2019",7:26:00 AM,60183.0,,1.0,,,1.0,1.0,24.0,LULUWA,.,,Bajila kapumbu,11,,1.0,,Kananga,Plateau,1.0,,4.0,,LUEBO,12,,,,100000.0,50000.0,1 3 4 5,4.0,3.0,6.0,OK,1.0,1.0,0.0,0.0,OK,3.0,3.0,OK,3.0,3.0,.,.,3.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,8,,1.0,,1.0,,2,,3,,1.0,,1,,0.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,500.0,500.0,8.0,6.0,5.0,4.0,,,,,.,.,,.,.,,.,.,,,1,,1,,999999999,2.0,uuid:49df02d0-6fbe-4ba5-8036-bf69fefa52a6,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,612,0.0,4.0,19.0,0.0,23.0,4.0,19.0,0.0,23.0,228.0,2,61293.0,,3,,2018-06-01,uuid:27eac0fb-c4d2-4369-b345-83f0602fc430,2018-06-01 11:36:41,2018-06-01 12:05:45,"Jun 1, 2018",11:36:00 AM,61293.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,1.0,1.0,OK,1.0,1.0,OK,1.0,1.0,.,.,5.0,5.0,3.0,3.0,1.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,1.0,1.0,2.0,300.0,700.0,9.0,7.0,6.0,3.0,.,.,,,.,.,,.,.,,.,.,.,.,1,.,1,.,Il est capable vraiment,2.0,uuid:27eac0fb-c4d2-4369-b345-83f0602fc430,,,,,,,,,,1.0,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,228.0,228.0,628.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,2019-02-27,uuid:5b04ac03-b0d5-4318-b74e-ce5a44088158,2019-02-27 10:14:47,2019-02-27 10:52:21,"Feb 27, 2019",10:14:00 AM,61293.0,,1.0,,,1.0,1.0,35.0,LULUWA,.,19.0,,1,,1.0,,Kananga,Plateau,1.0,,4.0,,DIBAYA,9,,,,15000.0,2500.0,0,3.0,3.0,6.0,OK,1.0,1.0,0.0,1.0,OK,1.0,2.0,OK,2.0,2.0,.,.,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1,,1.0,,2.0,,1,,1,,1.0,,2,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1000.0,0.0,8.0,7.0,5.0,4.0,,,,,.,.,,.,.,,.,.,,,1,,,,0,2.0,uuid:5b04ac03-b0d5-4318-b74e-ce5a44088158,,,,,,,,,,,,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,341.0,,,445.0,,,0.0,,,,,,,,,,,,,,,2.0
3,2,613,1.0,6.0,17.0,0.0,23.0,3.0,8.5,0.0,11.5,255.0,2,61189.0,,3,,2018-06-05,uuid:866b0515-5e69-42b3-8af7-fc8bb62229c3,2018-06-05 11:25:55,2018-06-05 17:33:17,"Jun 5, 2018",11:26:00 AM,61189.0,1.0,,,,,1.0,,.,.,,.,.,.,,,.,.,,,,,.,.,.,.,.,,,.,,,,OK,1.0,1.0,1.0,0.0,OK,2.0,1.0,OK,3.0,4.0,.,.,4.0,5.0,1.0,3.0,2.0,,,,,,,,.,,,,,,.,,.,,,,.,,,,,,,,,,,2.0,1.0,2.0,900.0,100.0,5.0,4.0,3.0,1.0,.,.,,,.,.,,.,.,,.,.,.,.,1,.,1,.,0,2.0,uuid:866b0515-5e69-42b3-8af7-fc8bb62229c3,,,,,,,,,,1.0,1.0,,,,,29 Apr 2019,2019-04-29,,,,,,1.0,255.0,255.0,655.0,,0.0,,,,,,,,,,,,,,,,N.U.,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
