start,end,today,activity,chef_code,a7,a7b,chef_on_time,chef_late_min,chef_know1,chef_know2,chef_know3,chef_know4,chef_duty1,chef_duty2,chef_duty3,chef_duty4,chef_duty5,chef_duty6,chef_duty7,chef_duty8,chef_obed,chef_client,chef_obed2,coll_act_prior_vote,coll_act_prior_1,coll_act_prior_rel_1,coll_act_prior_2,coll_act_prior_rel_2,coll_act_prior_3,coll_act_prior_rel_3,coll_act_prior_4,coll_act_prior_rel_4,coll_act_prior_5,coll_act_prior_rel_5,coll_act_prior_6,coll_act_prior_rel_6,coll_act_prior_7,coll_act_prior_rel_7,coll_act_prior_8,coll_act_prior_rel_8,key,person1_need,person2_need,person3_need,person4_need,person5_need,person6_need,person7_need,person8_need,person9_need,person10_know,person10_showname,person10_realname,person10_job,person10_edu,person10_need,person11_need,person12_need,person13_need,person14_need,person15_need,coll_act_prior,coll_act_prior_rel,person1_know,person1_showname,person1_realname,person1_job,person1_edu,person2_know,person2_showname,person2_realname,person2_job,person2_edu,person3_know,person3_showname,person3_realname,person3_job,person3_edu,person4_know,person4_showname,person4_realname,person4_job,person4_edu,person5_know,person5_showname,person5_realname,person5_job,person5_edu,person6_know,person6_showname,person6_realname,person6_job,person6_edu,person7_know,person7_showname,person7_realname,person7_job,person7_edu,person8_know,person8_showname,person8_realname,person8_job,person8_edu,person9_know,person9_showname,person9_realname,person9_job,person9_edu,person11_know,person11_showname,person11_realname,person11_job,person11_edu,person12_know,person12_showname,person12_realname,person12_job,person12_edu,person13_know,person13_showname,person13_realname,person13_job,person13_edu,person14_know,person14_showname,person14_realname,person14_job,person14_edu,person15_know,person15_showname,person15_realname,person15_job,person15_edu
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,302,302,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[2],2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,,,,,3.0,3.0,,,,,,1,,1.0,8.0,2.0,1,,0.0,0.0,3.0,1,,1.0,14.0,3.0,1,,1.0,25.0,,1,,1.0,8.0,3.0,1.0,,1.0,25.0,3.0,1.0,,1.0,8.0,,1.0,,1.0,4.0,3.0,1.0,,1.0,8.0,,1.0,,1.0,15.0,3.0,1.0,,1.0,18.0,,0.0,1.0,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,303,303,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[3],3.0,3.0,3.0,3.0,,3.0,,2.0,,0.0,1.0,,,,,3.0,3.0,,,,,,1,,1.0,17.0,3.0,1,,1.0,25.0,2.0,1,,1.0,9.0,3.0,1,,1.0,23.0,3.0,0,1.0,,,,1.0,,1.0,23.0,3.0,0.0,1.0,,,,1.0,,1.0,8.0,,0.0,1.0,,,,1.0,,1.0,18.0,3.0,1.0,,1.0,14.0,2.0,,,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,304,304,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[4],3.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,,,,,3.0,3.0,,,,,,1,,1.0,6.0,3.0,1,,1.0,8.0,2.0,0,1.0,,,,1,,0.0,8.0,3.0,1,,1.0,25.0,2.0,1.0,,1.0,0.0,2.0,1.0,,0.0,8.0,2.0,1.0,,1.0,4.0,,1.0,,1.0,25.0,3.0,1.0,,1.0,14.0,3.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,305,305,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[5],3.0,,,2.0,2.0,,,,3.0,1.0,,1.0,4.0,,2.0,3.0,,,,,,,1,,1.0,4.0,3.0,0,1.0,,,,0,1.0,,,,1,,1.0,0.0,,1,,1.0,8.0,2.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,0.0,23.0,2.0,1.0,,1.0,17.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,306,306,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[6],3.0,,3.0,3.0,2.0,1.0,1.0,2.0,,1.0,,1.0,8.0,3.0,3.0,3.0,2.0,,,,,,1,,1.0,23.0,,0,1.0,,,,1,,1.0,23.0,3.0,1,,1.0,18.0,3.0,1,,1.0,8.0,2.0,1.0,,0.0,21.0,3.0,1.0,,1.0,0.0,3.0,1.0,,1.0,14.0,2.0,0.0,1.0,,,,1.0,,1.0,18.0,2.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,307,307,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[7],3.0,3.0,2.0,,,3.0,3.0,,,1.0,,1.0,0.0,3.0,1.0,2.0,2.0,,,,,,1,,1.0,18.0,3.0,1,,1.0,17.0,3.0,1,,1.0,17.0,3.0,0,1.0,,,,0,1.0,,,,1.0,,1.0,0.0,3.0,1.0,,1.0,9.0,4.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,3.0,1.0,,1.0,8.0,3.0,0.0,1.0,,,,,,,,,,,,,
2019-08-12 08:50:48,2019-08-12 10:11:11,2019-08-12,4,30490,308,308,2,,7,5,6,10,0,2,3,2,3,3,2,2,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:beedba3c-447b-4f84-ae9a-fcbd9004ccd3/G4-R2[8],3.0,3.0,3.0,,2.0,3.0,,,,1.0,,1.0,4.0,2.0,3.0,,3.0,,,,,,1,,1.0,15.0,3.0,1,,1.0,18.0,3.0,1,,1.0,2.0,4.0,0,1.0,,,,1,,1.0,0.0,3.0,1.0,,1.0,17.0,3.0,0.0,1.0,,,,1.0,,1.0,0.0,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,
2019-10-25 08:38:50,2019-10-25 09:15:48,2019-10-25,4,31085,309,309,1,,4,7,3,8,3,2,2,2,3,3,2,1,1.0,2.0,0,4,,,,,,,,,,,,,,,,,uuid:8fe88585-994b-437f-abd8-e660545e95ae/R2[1],2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,3.0,3.0,1.0,3.0,,,,,,1,,1.0,17.0,3.0,1,,0.0,0.0,,0,0.0,,17.0,2.0,1,,0.0,4.0,0.0,1,,1.0,17.0,3.0,0.0,0.0,,0.0,2.0,1.0,,0.0,8.0,2.0,1.0,,1.0,6.0,3.0,1.0,,1.0,0.0,,1.0,,1.0,0.0,2.0,1.0,,1.0,9.0,3.0,,,,,,,,,,,,,,,
2019-10-25 08:38:50,2019-10-25 09:15:48,2019-10-25,4,31085,310,310,1,,4,7,3,8,3,2,2,2,3,3,2,1,1.0,2.0,0,4,,,,,,,,,,,,,,,,,uuid:8fe88585-994b-437f-abd8-e660545e95ae/R2[2],2.0,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,1.0,9.0,3.0,4.0,2.0,,,,,,,1,,0.0,8.0,2.0,1,,1.0,8.0,0.0,0,1.0,,,,1,,1.0,0.0,2.0,1,,1.0,4.0,2.0,1.0,,0.0,8.0,0.0,1.0,,0.0,8.0,2.0,1.0,,0.0,8.0,2.0,1.0,,1.0,,3.0,1.0,,1.0,8.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-10-21 07:31:34,2019-10-21 07:48:26,2019-10-21,4,31395,311,311,1,,1,9,8,8,0,3,1,0,3,3,0,0,2.0,2.0,-2,1,,,,,,,,,,,,,,,,,uuid:8e8405a5-bcb4-48b1-841f-5e23ec13814b/R2[1],,1.0,,,,,3.0,,,0.0,1.0,,,,,,3.0,,,,,,0,1.0,,,,1,,1.0,0.0,2.0,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,3.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,6.0,3.0,,,,,,,,,,,,,,,
2019-08-26 07:37:29,2019-08-26 08:01:09,2019-08-26,4,31236,312,312,1,,7,2,6,10,2,0,3,0,3,3,1,0,3.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:b9ed2b02-11cd-4ae0-b50c-cf8248841ba9/R2[1],2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,,0.0,4.0,2.0,1.0,3.0,2.0,,,,,,1,,1.0,17.0,2.0,0,0.0,,27.0,4.0,1,,0.0,0.0,3.0,0,0.0,,27.0,3.0,1,,1.0,18.0,3.0,1.0,,1.0,9.0,4.0,1.0,,1.0,1.0,3.0,1.0,,1.0,9.0,3.0,1.0,,1.0,9.0,3.0,1.0,,1.0,9.0,3.0,1.0,,0.0,15.0,3.0,,,,,,,,,,,,,,,
2019-08-05 08:45:32,2019-08-05 10:19:22,2019-08-05,4,33732,313,313,2,,8,9,7,9,3,2,2,2,3,3,2,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:7c0001ee-cedd-4cd2-8d1f-827323d1c293/G4-R2[1],3.0,,2.0,,4.0,,2.0,,2.0,1.0,,1.0,,3.0,2.0,2.0,2.0,,,,,,1,,1.0,4.0,2.0,0,1.0,,,,1,,1.0,,3.0,0,1.0,,,,1,,1.0,9.0,4.0,0.0,1.0,,,,1.0,,1.0,15.0,3.0,0.0,1.0,,,,1.0,,1.0,,2.0,1.0,,1.0,0.0,,1.0,,1.0,12.0,3.0,0.0,1.0,,,,,,,,,,,,,
2019-09-16 07:21:44,2019-09-16 07:48:22,2019-09-16,4,31487,314,314,2,,4,9,2,10,3,3,2,2,1,3,0,0,4.0,1.0,-1,4,,,,,,,,,,,,,,,,,uuid:35cc415f-ece2-4eb7-bad4-4034ed07d85b/R2[1],2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,,0.0,15.0,2.0,3.0,,4.0,,,,,,1,,0.0,27.0,3.0,1,,0.0,0.0,0.0,1,,1.0,6.0,3.0,1,,0.0,4.0,3.0,1,,1.0,17.0,3.0,1.0,,0.0,4.0,3.0,1.0,,0.0,15.0,2.0,1.0,,1.0,4.0,3.0,1.0,,1.0,17.0,2.0,0.0,1.0,,,,1.0,,1.0,5.0,3.0,,,,,,,,,,,,,,,
2019-09-23 04:58:10,2019-09-23 05:29:06,2019-09-23,4,3196,315,315,1,,2,5,4,8,1,1,1,1,2,2,1,1,3.0,2.0,2,3,,,,,,,,,,,,,,,,,uuid:7a9f997a-b9b8-42f5-a35c-8b841ba25e03/R2[1],2.0,3.0,,,2.0,3.0,2.0,2.0,3.0,0.0,1.0,,,,,,,,,,,,1,,1.0,0.0,2.0,1,,0.0,4.0,2.0,0,1.0,,,,0,1.0,,,,1,,1.0,4.0,2.0,1.0,,1.0,9.0,3.0,1.0,,0.0,4.0,2.0,1.0,,1.0,4.0,2.0,1.0,,0.0,4.0,3.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-23 04:58:10,2019-09-23 05:29:06,2019-09-23,4,3196,316,316,1,,2,5,4,8,1,1,1,1,2,2,1,1,3.0,2.0,2,3,,,,,,,,,,,,,,,,,uuid:7a9f997a-b9b8-42f5-a35c-8b841ba25e03/R2[2],,3.0,,3.0,,,,2.0,1.0,0.0,1.0,,,,,,,,,,,,0,1.0,,,,1,,1.0,21.0,2.0,0,1.0,,,,1,,0.0,12.0,3.0,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,2.0,1.0,,0.0,0.0,2.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,
2019-10-21 07:55:12,2019-10-21 08:16:39,2019-10-21,4,31786,317,317,2,,2,8,9,10,0,1,1,1,3,3,1,1,3.0,3.0,0,0,,,,,,,,,,,,,,,,,uuid:a4dc71e6-0a94-4560-a585-bfa6636d9adc/R2[1],2.0,2.0,,,,1.0,,,,1.0,,1.0,18.0,3.0,3.0,2.0,2.0,,,,,,1,,1.0,9.0,3.0,1,,1.0,17.0,2.0,0,1.0,,,,0,1.0,,,,0,1.0,,,,1.0,,1.0,17.0,2.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,3.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,
2019-09-23 04:58:10,2019-09-23 05:29:06,2019-09-23,4,3196,318,318,1,,2,5,4,8,1,1,1,1,2,2,1,1,3.0,2.0,2,3,,,,,,,,,,,,,,,,,uuid:7a9f997a-b9b8-42f5-a35c-8b841ba25e03/R2[3],2.0,,2.0,3.0,3.0,,,3.0,3.0,0.0,1.0,,,,,,,,,,,,1,,1.0,0.0,3.0,0,1.0,,,,1,,0.0,27.0,4.0,1,,1.0,4.0,3.0,1,,0.0,17.0,3.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,0.0,14.0,3.0,1.0,,1.0,4.0,3.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-10-21 07:55:12,2019-10-21 08:16:39,2019-10-21,4,31786,319,319,2,,2,8,9,10,0,1,1,1,3,3,1,1,3.0,3.0,0,0,,,,,,,,,,,,,,,,,uuid:a4dc71e6-0a94-4560-a585-bfa6636d9adc/R2[2],,,,,,,,,2.0,0.0,1.0,,,,,2.0,2.0,,,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,9.0,3.0,1.0,,1.0,17.0,2.0,1.0,,1.0,9.0,3.0,,,,,,,,,,,,,,,
2019-07-22 08:35:02,2019-07-22 08:52:48,2019-07-22,4,32092,320,320,2,,3,3,5,9,1,0,1,1,3,2,1,1,4.0,1.0,-2,4,,,,,,,,,,,,,,,,,uuid:a82aac9d-343e-457d-b5bf-1598982bc5a7/G4-R2[1],3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,,1.0,9.0,4.0,3.0,1.0,2.0,,,,,,0,0.0,,0.0,,1,,1.0,9.0,4.0,0,0.0,,15.0,3.0,1,,1.0,4.0,2.0,1,,1.0,9.0,4.0,1.0,,1.0,8.0,2.0,1.0,,1.0,18.0,3.0,0.0,0.0,,18.0,3.0,1.0,,1.0,4.0,2.0,1.0,,1.0,0.0,2.0,0.0,0.0,,14.0,3.0,,,,,,,,,,,,,,,
2019-10-14 06:47:43,2019-10-14 07:11:45,2019-10-14,4,32188,321,321,2,,4,3,4,10,0,3,0,0,3,3,0,0,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:6462b996-227b-4f61-944d-d9c75ff871f9/R2[1],3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,4.0,,,,,,1,,1.0,8.0,2.0,1,,0.0,8.0,2.0,1,,1.0,11.0,,0,0.0,,4.0,,0,0.0,,9.0,3.0,1.0,,1.0,0.0,0.0,1.0,,0.0,14.0,3.0,1.0,,1.0,8.0,,1.0,,0.0,4.0,0.0,0.0,1.0,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,
2019-10-14 07:12:38,2019-10-14 07:33:31,2019-10-14,4,32273,322,322,2,,3,5,7,6,0,0,0,0,3,2,0,0,4.0,4.0,-1,4,,,,,,,,,,,,,,,,,uuid:e28ae4de-6bf7-4f84-a881-f40b223e2d55/R2[1],3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,,1.0,8.0,2.0,3.0,3.0,3.0,,,,,,0,0.0,,1.0,3.0,1,,1.0,8.0,3.0,1,,0.0,,3.0,1,,1.0,8.0,3.0,1,,0.0,21.0,,1.0,,0.0,15.0,3.0,1.0,,1.0,0.0,3.0,1.0,,0.0,9.0,3.0,1.0,,0.0,,3.0,1.0,,1.0,8.0,3.0,1.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,
2019-09-09 06:51:36,2019-09-09 07:23:47,2019-09-09,4,32276,323,323,1,,5,8,10,9,0,0,2,3,0,1,2,2,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:4a1d8b55-26f9-4a68-8c22-67a007b2117d/R2[1],1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,,15.0,3.0,2.0,2.0,1.0,,,,,,0,0.0,,0.0,2.0,0,0.0,,0.0,4.0,0,0.0,,4.0,3.0,0,0.0,,9.0,3.0,0,0.0,,8.0,2.0,0.0,0.0,,17.0,3.0,0.0,0.0,,9.0,3.0,0.0,0.0,,8.0,2.0,0.0,0.0,,5.0,3.0,0.0,0.0,,23.0,3.0,0.0,0.0,,8.0,2.0,,,,,,,,,,,,,,,
2019-09-09 06:51:36,2019-09-09 07:23:47,2019-09-09,4,32276,324,324,1,,5,8,10,9,0,0,2,3,0,1,2,2,4.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:4a1d8b55-26f9-4a68-8c22-67a007b2117d/R2[2],2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,,14.0,3.0,2.0,2.0,2.0,,,,,,1,,1.0,8.0,3.0,1,,1.0,4.0,3.0,0,0.0,,8.0,2.0,1,,0.0,8.0,3.0,0,0.0,,27.0,3.0,0.0,0.0,,8.0,2.0,1.0,,1.0,13.0,3.0,0.0,0.0,,8.0,2.0,0.0,0.0,,16.0,2.0,0.0,0.0,,4.0,3.0,1.0,,0.0,8.0,2.0,,,,,,,,,,,,,,,
2019-08-19 07:13:56,2019-08-19 07:51:45,2019-08-19,4,3259,325,325,1,,5,5,3,8,0,0,3,0,3,2,0,0,3.0,3.0,2,4,,,,,,,,,,,,,,,,,uuid:8898c562-4954-49b5-a312-f0fd05becd01/R2[1],1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,1.0,4.0,,3.0,3.0,3.0,,,,,,1,,1.0,8.0,2.0,0,0.0,,8.0,2.0,0,0.0,,25.0,,1,,0.0,17.0,2.0,0,0.0,,16.0,,1.0,,1.0,0.0,2.0,0.0,0.0,,4.0,,1.0,,1.0,21.0,2.0,1.0,,1.0,14.0,3.0,0.0,0.0,,4.0,,0.0,0.0,,16.0,2.0,,,,,,,,,,,,,,,
2019-09-23 06:47:38,2019-09-23 07:08:29,2019-09-23,4,32687,326,326,1,,6,3,4,8,0,0,3,1,2,2,1,1,3.0,1.0,-2,4,,,,,,,,,,,,,,,,,uuid:8a5f7b28-d77c-4171-a8c8-fb2acb8fa368/R2[1],2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,,27.0,4.0,2.0,2.0,3.0,,,,,,1,,0.0,8.0,2.0,0,0.0,,4.0,2.0,0,0.0,,8.0,2.0,0,0.0,,4.0,2.0,1,,1.0,0.0,2.0,1.0,,1.0,5.0,2.0,0.0,0.0,,25.0,2.0,1.0,,1.0,8.0,2.0,0.0,0.0,,9.0,3.0,1.0,,1.0,0.0,2.0,1.0,,1.0,23.0,2.0,,,,,,,,,,,,,,,
2019-10-14 07:34:01,2019-10-14 07:54:23,2019-10-14,4,32784,327,327,2,,4,7,6,8,3,0,3,0,3,3,0,0,2.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:06b1f504-6b42-4123-a191-487a862341b9/R2[1],3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,,1.0,0.0,3.0,2.0,3.0,3.0,,,,,,1,,1.0,0.0,3.0,1,,0.0,0.0,,1,,0.0,,3.0,1,,1.0,0.0,3.0,1,,1.0,0.0,3.0,1.0,,1.0,0.0,3.0,1.0,,1.0,9.0,3.0,1.0,,0.0,8.0,,1.0,,0.0,25.0,3.0,1.0,,1.0,4.0,3.0,1.0,,0.0,4.0,2.0,,,,,,,,,,,,,,,
2019-09-09 06:22:19,2019-09-09 06:51:25,2019-09-09,4,3283,328,328,1,,5,8,6,10,0,0,3,0,2,2,0,0,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:eadea6be-88c8-415b-b040-8f18988da5ea/R2[1],2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,,0.0,9.0,3.0,1.0,1.0,3.0,,,,,,1,,1.0,22.0,2.0,1,,1.0,0.0,0.0,0,0.0,,4.0,,1,,0.0,4.0,3.0,1,,1.0,4.0,3.0,0.0,0.0,,,3.0,1.0,,0.0,9.0,3.0,1.0,,1.0,4.0,,1.0,,1.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,4.0,,,,,,,,,,,,,,,
2019-08-19 06:41:42,2019-08-19 07:12:57,2019-08-19,4,32989,329,329,1,,5,5,4,10,1,1,3,1,3,3,1,1,4.0,4.0,0,4,,,,,,,,,,,,,,,,,uuid:ed12a647-5ff2-4a97-88d3-284a7c6ae5ef/R2[1],2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,0.0,2.0,1.0,1.0,,,,,,,1,,1.0,0.0,2.0,1,,1.0,25.0,,1,,1.0,11.0,3.0,1,,1.0,14.0,3.0,1,,1.0,9.0,4.0,0.0,0.0,,14.0,2.0,0.0,0.0,,8.0,,1.0,,1.0,11.0,3.0,1.0,,1.0,8.0,2.0,0.0,0.0,,15.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-09-16 08:12:34,2019-09-16 09:20:11,2019-09-16,4,33089,330,330,1,,4,8,5,7,0,2,3,0,2,3,1,0,1.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:b268396a-acc5-448b-a7cc-ec7a583563ba/R2[1],1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,2.0,,,,,,1,,1.0,8.0,,0,0.0,,4.0,,1,,1.0,0.0,2.0,1,,1.0,0.0,2.0,1,,1.0,9.0,3.0,1.0,,1.0,0.0,2.0,1.0,,0.0,4.0,,1.0,,0.0,0.0,2.0,1.0,,1.0,8.0,,1.0,,0.0,8.0,3.0,1.0,,1.0,21.0,3.0,,,,,,,,,,,,,,,
2019-09-16 08:12:34,2019-09-16 09:20:11,2019-09-16,4,33089,331,331,1,,4,8,5,7,0,2,3,0,2,3,1,0,1.0,4.0,-2,4,,,,,,,,,,,,,,,,,uuid:b268396a-acc5-448b-a7cc-ec7a583563ba/R2[2],1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1,,1.0,8.0,2.0,1,,1.0,8.0,,1,,1.0,25.0,2.0,1,,1.0,,,1,,1.0,15.0,,1.0,,1.0,8.0,,1.0,,1.0,21.0,2.0,1.0,,1.0,0.0,2.0,1.0,,1.0,0.0,2.0,1.0,,1.0,0.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,
2019-09-23 06:15:31,2019-09-23 06:43:06,2019-09-23,4,3342,332,332,1,,5,5,8,8,0,0,2,2,2,3,1,0,1.0,1.0,-2,4,,,,,,,,,,,,,,,,,uuid:1646eae0-8743-44d2-98bf-31f24e213945/R2[1],3.0,3.0,2.0,2.0,2.0,,3.0,4.0,1.0,0.0,0.0,,15.0,3.0,3.0,2.0,,,,,,,0,0.0,,,,0,0.0,,4.0,,0,0.0,,,,1,,1.0,17.0,3.0,0,0.0,,4.0,3.0,0.0,1.0,,,,0.0,0.0,,,,1.0,,0.0,18.0,4.0,0.0,0.0,,4.0,3.0,0.0,0.0,,8.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-05 08:45:32,2019-08-05 10:19:22,2019-08-05,4,33732,333,333,2,,8,9,7,9,3,2,2,2,3,3,2,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:7c0001ee-cedd-4cd2-8d1f-827323d1c293/G4-R2[2],2.0,1.0,3.0,,2.0,,,,,1.0,,1.0,,3.0,2.0,1.0,,,,,,,1,,1.0,17.0,3.0,1,,1.0,21.0,2.0,1,,1.0,9.0,4.0,0,1.0,,,,1,,1.0,18.0,3.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,6.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-05 08:45:32,2019-08-05 10:19:22,2019-08-05,4,33732,334,334,2,,8,9,7,9,3,2,2,2,3,3,2,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:7c0001ee-cedd-4cd2-8d1f-827323d1c293/G4-R2[3],,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.0,2.0,1.0,1.0,1.0,,,,,,0,1.0,,,,0,1.0,,,,1,,1.0,0.0,3.0,1,,1.0,0.0,3.0,1,,1.0,0.0,3.0,1.0,,1.0,0.0,3.0,1.0,,1.0,0.0,2.0,0.0,1.0,,,,0.0,1.0,,,,1.0,,1.0,0.0,2.0,1.0,,1.0,27.0,4.0,,,,,,,,,,,,,,,
2019-08-05 08:45:32,2019-08-05 10:19:22,2019-08-05,4,33732,335,335,2,,8,9,7,9,3,2,2,2,3,3,2,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:7c0001ee-cedd-4cd2-8d1f-827323d1c293/G4-R2[4],1.0,,1.0,2.0,1.0,,1.0,,,1.0,,1.0,17.0,2.0,1.0,,,,,,,,1,,1.0,0.0,2.0,0,1.0,,,,1,,1.0,0.0,3.0,1,,1.0,15.0,4.0,1,,1.0,4.0,2.0,0.0,1.0,,,,1.0,,1.0,0.0,3.0,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
2019-08-05 08:45:32,2019-08-05 10:19:22,2019-08-05,4,33732,336,336,2,,8,9,7,9,3,2,2,2,3,3,2,1,1.0,4.0,2,4,,,,,,,,,,,,,,,,,uuid:7c0001ee-cedd-4cd2-8d1f-827323d1c293/G4-R2[5],1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,1,,1.0,4.0,2.0,1,,1.0,4.0,2.0,0,1.0,,,,1,,1.0,0.0,2.0,1,,1.0,0.0,2.0,1.0,,1.0,0.0,3.0,1.0,,1.0,18.0,2.0,1.0,,1.0,4.0,2.0,1.0,,1.0,0.0,2.0,0.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,
