a7,paid,amount,grid_nm,hh_final,poly_size,stratum,program,nganza,program_start,non_residential,num_compounds,compliance,revenue_per_person
605.0,8.0,16000.0,4,160,2.0,11.0,1.0,0.0,2016-05-21,0.0,58,0.13793103,275.86206
606.0,11.0,40400.0,7,167,2.0,20.0,1.0,0.0,2016-08-22,0.0,56,0.19642857,721.4286
607.0,12.0,51600.0,7,61,1.0,19.0,1.0,0.0,2016-10-08,0.0,109,0.110091746,473.3945
608.0,0.0,0.0,7,60,1.0,19.0,0.0,0.0,,0.0,140,0.0,0.0
609.0,0.0,0.0,7,372,3.0,21.0,0.0,0.0,,0.0,349,0.0,0.0
610.0,5.0,10000.0,7,313,3.0,21.0,1.0,0.0,2016-08-29,0.0,420,0.011904762,23.809525
611.0,0.0,0.0,7,281,3.0,21.0,0.0,0.0,,0.0,132,0.0,0.0
612.0,9.0,18000.0,7,133,2.0,20.0,1.0,0.0,2016-09-12,0.0,65,0.13846155,276.92307
613.0,9.0,22700.0,7,124,2.0,20.0,1.0,0.0,2016-05-26,0.0,94,0.095744684,241.48936
614.0,0.0,0.0,7,69,1.0,19.0,0.0,0.0,,0.0,38,0.0,0.0
615.0,0.0,0.0,7,141,2.0,20.0,0.0,0.0,,0.0,117,0.0,0.0
616.0,0.0,0.0,7,168,3.0,21.0,0.0,0.0,,0.0,63,0.0,0.0
617.0,20.0,81400.0,7,172,3.0,21.0,1.0,0.0,2016-08-08,0.0,83,0.24096386,980.7229
618.0,8.0,18400.0,7,70,1.0,19.0,1.0,0.0,2016-10-03,0.0,60,0.13333334,306.66666
619.0,14.0,60200.0,7,183,3.0,21.0,1.0,0.0,2016-06-13,0.0,91,0.15384616,661.53845
620.0,3.0,6000.0,7,168,3.0,21.0,1.0,0.0,2016-10-13,0.0,69,0.04347826,86.95652
621.0,24.0,48000.0,7,109,1.0,19.0,1.0,0.0,2016-06-06,0.0,114,0.21052632,421.05264
622.0,32.0,68600.0,7,101,1.0,19.0,1.0,0.0,2016-08-08,0.0,63,0.50793654,1088.8889
623.0,6.0,11000.0,7,143,2.0,20.0,1.0,0.0,2016-10-18,0.0,45,0.13333334,244.44444
624.0,0.0,0.0,4,125,2.0,11.0,0.0,0.0,,0.0,62,0.0,0.0
625.0,0.0,0.0,7,123,2.0,20.0,0.0,0.0,,0.0,42,0.0,0.0
626.0,1.0,6600.0,4,153,2.0,11.0,1.0,0.0,2016-10-03,0.0,56,0.017857144,117.85714
627.0,0.0,0.0,4,83,1.0,10.0,0.0,0.0,,0.0,14,0.0,0.0
628.0,0.0,0.0,4,133,2.0,11.0,0.0,0.0,,0.0,23,0.0,0.0
629.0,0.0,0.0,3,52,1.0,7.0,0.0,0.0,,0.0,23,0.0,0.0
630.0,2.0,8600.0,3,124,2.0,8.0,1.0,0.0,2016-06-21,0.0,30,0.06666667,286.66666
631.0,0.0,0.0,6,139,2.0,17.0,0.0,0.0,,0.0,53,0.0,0.0
632.0,11.0,21200.0,6,139,2.0,17.0,1.0,0.0,2016-09-28,0.0,81,0.13580246,261.7284
633.0,0.0,0.0,3,140,3.0,9.0,0.0,0.0,,0.0,42,0.0,0.0
634.0,0.0,0.0,6,227,3.0,18.0,1.0,0.0,2016-04-21,0.0,116,0.0,0.0
635.0,0.0,0.0,6,223,3.0,18.0,0.0,0.0,,0.0,63,0.0,0.0
636.0,4.0,8000.0,6,113,2.0,17.0,1.0,0.0,2016-09-01,0.0,67,0.05970149,119.402985
637.0,0.0,0.0,6,111,2.0,17.0,0.0,0.0,,0.0,21,0.0,0.0
638.0,0.0,0.0,6,175,3.0,18.0,0.0,0.0,,0.0,133,0.0,0.0
639.0,6.0,12000.0,6,127,2.0,17.0,1.0,0.0,2016-09-07,0.0,77,0.077922076,155.84416
640.0,2.0,4000.0,6,167,3.0,18.0,1.0,0.0,2016-05-16,0.0,91,0.021978023,43.956043
641.0,24.0,45800.0,6,49,1.0,16.0,1.0,0.0,2016-08-17,0.0,38,0.6315789,1205.2632
642.0,0.0,0.0,3,132,2.0,8.0,0.0,0.0,,0.0,52,0.0,0.0
643.0,10.0,33800.0,6,88,1.0,16.0,1.0,0.0,2016-10-08,0.0,57,0.1754386,592.9825
644.0,0.0,0.0,6,199,3.0,18.0,0.0,0.0,,0.0,118,0.0,0.0
645.0,0.0,0.0,6,165,3.0,18.0,0.0,0.0,,0.0,70,0.0,0.0
646.0,15.0,30000.0,6,181,3.0,18.0,1.0,0.0,2016-04-21,0.0,105,0.14285715,285.7143
647.0,3.0,6000.0,6,116,2.0,17.0,1.0,0.0,2016-07-05,0.0,39,0.07692308,153.84616
648.0,14.0,28000.0,6,176,3.0,18.0,1.0,0.0,2016-05-26,0.0,77,0.18181819,363.63635
649.0,2.0,4000.0,6,54,1.0,16.0,1.0,0.0,2016-09-28,0.0,34,0.05882353,117.64706
650.0,10.0,20000.0,6,227,3.0,18.0,1.0,0.0,2016-06-16,0.0,141,0.07092199,141.84398
651.0,4.0,8000.0,6,101,1.0,16.0,1.0,0.0,2016-07-11,0.0,63,0.06349207,126.98412
652.0,0.0,0.0,6,119,2.0,17.0,0.0,0.0,,0.0,28,0.0,0.0
653.0,6.0,21200.0,6,159,2.0,17.0,1.0,0.0,2016-09-06,0.0,79,0.07594936,268.35443
654.0,0.0,0.0,6,148,2.0,17.0,0.0,0.0,,0.0,32,0.0,0.0
655.0,0.0,0.0,6,89,1.0,16.0,1.0,0.0,2016-07-11,0.0,29,0.0,0.0
656.0,6.0,12000.0,6,146,2.0,17.0,1.0,0.0,2016-09-06,0.0,140,0.042857144,85.71429
657.0,0.0,0.0,6,102,2.0,17.0,0.0,0.0,,0.0,23,0.0,0.0
660.0,8.0,29665.0,6,83,1.0,16.0,1.0,0.0,2016-04-28,0.0,31,0.2580645,956.9355
661.0,0.0,0.0,6,177,3.0,18.0,0.0,0.0,,0.0,136,0.0,0.0
662.0,0.0,0.0,6,57,1.0,16.0,0.0,0.0,,0.0,32,0.0,0.0
663.0,9.0,44900.0,6,237,3.0,18.0,1.0,0.0,2016-05-31,0.0,107,0.08411215,419.62616
664.0,0.0,0.0,3,93,1.0,7.0,0.0,0.0,,0.0,28,0.0,0.0
667.0,0.0,0.0,5,62,1.0,13.0,1.0,0.0,2016-08-27,0.0,9,0.0,0.0
668.0,8.0,34400.0,5,110,2.0,14.0,1.0,0.0,2016-09-17,0.0,77,0.103896104,446.75323
669.0,2.0,8600.0,5,129,3.0,15.0,1.0,0.0,2016-06-10,0.0,117,0.017094018,73.50427
670.0,31.0,127500.0,5,187,3.0,15.0,1.0,0.0,2016-09-28,0.0,158,0.19620253,806.96204
671.0,2.0,13200.0,5,82,2.0,14.0,1.0,0.0,2016-10-24,0.0,50,0.04,264.0
673.0,8.0,39000.0,5,55,1.0,13.0,1.0,0.0,2016-04-21,0.0,22,0.36363637,1772.7273
674.0,0.0,0.0,5,86,2.0,14.0,0.0,0.0,,0.0,56,0.0,0.0
675.0,15.0,30000.0,5,104,2.0,14.0,1.0,0.0,2016-07-12,0.0,74,0.2027027,405.4054
676.0,69.0,95300.0,5,108,2.0,14.0,1.0,0.0,2016-08-23,0.0,158,0.43670887,603.16455
677.0,36.0,76600.0,5,107,2.0,14.0,1.0,0.0,2016-09-26,0.0,93,0.38709676,823.6559
678.0,3.0,6000.0,5,110,2.0,14.0,1.0,0.0,2016-05-03,0.0,62,0.048387095,96.77419
679.0,0.0,0.0,5,103,2.0,14.0,0.0,0.0,,0.0,68,0.0,0.0
680.0,23.0,46000.0,5,84,2.0,14.0,1.0,0.0,2016-06-17,0.0,52,0.44230768,884.61536
681.0,45.0,103800.0,5,128,3.0,15.0,1.0,0.0,2016-05-20,0.0,121,0.37190083,857.85126
682.0,3.0,19800.0,5,108,2.0,14.0,1.0,0.0,2016-11-04,0.0,60,0.05,330.0
683.0,14.0,32600.0,5,72,1.0,13.0,1.0,0.0,2016-11-02,0.0,69,0.20289855,472.46378
685.0,3.0,22600.0,5,25,1.0,13.0,1.0,0.0,2016-11-02,0.0,21,0.14285715,1076.1904
686.0,0.0,0.0,5,122,3.0,15.0,0.0,0.0,,0.0,73,0.0,0.0
687.0,5.0,53155.0,5,86,2.0,14.0,1.0,0.0,2016-05-26,0.0,54,0.09259259,984.35187
688.0,0.0,0.0,5,170,3.0,15.0,0.0,0.0,,0.0,102,0.0,0.0
689.0,0.0,0.0,5,79,1.0,13.0,0.0,0.0,,0.0,85,0.0,0.0
691.0,0.0,0.0,5,83,2.0,14.0,0.0,0.0,,0.0,102,0.0,0.0
692.0,9.0,41000.0,5,106,2.0,14.0,1.0,0.0,2016-11-12,0.0,70,0.12857144,585.7143
693.0,11.0,22000.0,5,123,3.0,15.0,1.0,0.0,2016-05-31,0.0,95,0.11578947,231.57895
694.0,0.0,0.0,5,214,3.0,15.0,0.0,0.0,,0.0,89,0.0,0.0
695.0,0.0,0.0,5,113,2.0,14.0,0.0,0.0,,0.0,66,0.0,0.0
696.0,7.0,27800.0,5,196,3.0,15.0,1.0,0.0,2016-08-27,0.0,126,0.055555556,220.63492
697.0,29.0,130620.0,5,119,3.0,15.0,1.0,0.0,2016-04-29,0.0,66,0.43939394,1979.091
698.0,0.0,0.0,5,56,1.0,13.0,0.0,0.0,,0.0,14,0.0,0.0
699.0,0.0,0.0,5,72,1.0,13.0,0.0,0.0,,0.0,50,0.0,0.0
700.0,13.0,86500.0,5,106,2.0,14.0,1.0,0.0,2016-08-17,0.0,59,0.22033899,1466.1017
701.0,26.0,87400.0,5,173,3.0,15.0,1.0,0.0,2016-06-10,0.0,123,0.21138212,710.5691
702.0,22.0,76200.0,2,266,3.0,6.0,1.0,0.0,2016-09-07,0.0,157,0.14012739,485.3503
703.0,5.0,134400.0,5,43,1.0,13.0,1.0,0.0,2016-07-21,0.0,37,0.13513513,3632.4324
704.0,0.0,0.0,2,61,1.0,4.0,0.0,0.0,,0.0,73,0.0,0.0
