compound1,a7,dist_col1,dist_col2,dist_col_avg,dist_chief,dist_city_center
676015.0,676.0,6.165430253117063,,6.16543,,2.0351356928044195
587085.0,587.0,1.67425661250402,,1.6742566,,4.169762891993794
587097.0,587.0,1.6307810623902694,,1.630781,,4.184971249746356
587118.0,587.0,1.4856539310161183,,1.4856539,,4.296451470898454
587165.0,587.0,1.616040521411881,,1.6160405,,4.144994655827944
587200.0,587.0,1.5645590312828281,,1.564559,,4.211695897552325
587050.0,587.0,1.4748089305344436,,1.4748089,,4.341848016916544
101093.0,101.0,8.618077740941567,,8.618077,,5.374274038330252
676139.0,676.0,6.129427780980494,,6.129428,,2.19912152683436
320066.0,320.0,9.534400390768411,,9.5344,,4.616201243082289
589075.0,589.0,1.5101887432667143,,1.5101887,,4.763478808190635
587107.0,587.0,1.6163516952347232,,1.6163517,,4.254701826589055
320036.0,320.0,9.787574745805083,,9.787575,,4.870675991662387
589051.0,589.0,1.4558738403949498,,1.4558738,,4.545139730099144
101131.0,101.0,8.493542694391213,,8.493543,,5.200570083738665
589089.0,589.0,1.5329811594229439,,1.5329812,,4.637954811477217
320108.0,320.0,9.705346283660054,,9.705346,,4.7881791867986445
320041.0,320.0,9.801215960518947,,9.801216,,4.883594180010237
587045.0,587.0,1.4039884491652708,,1.4039885,,4.365194106764442
589028.0,589.0,1.4097458372831462,,1.4097458,,4.516538083943152
101166.0,101.0,8.488636087593695,,8.488636,,5.153904104347054
587075.0,587.0,1.7376350471810649,,1.737635,,4.224996294252387
101031.0,101.0,8.720859016364637,,8.720859,,5.427380423518333
587104.0,587.0,1.6481164443622307,,1.6481165,,4.211807103868005
320090.0,320.0,9.725574503702866,,9.7255745,,4.805869623599949
320031.0,320.0,9.775241025022858,,9.775241,,4.8595418996990025
101028.0,101.0,8.735836431227996,,8.735836,,5.453331213261554
676066.0,676.0,6.43688717862931,,6.4368873,,2.2407622736829462
101184.0,101.0,8.508489781366507,,8.50849,,5.1379703311822
587197.0,587.0,1.609097904796114,,1.609098,,4.177940095246142
676102.0,676.0,6.173284050047803,,6.173284,,2.125702962941931
320086.0,320.0,9.661241398039904,,9.661242,,4.741540788065357
101040.0,101.0,8.688850834662764,,8.68885,,5.378611892496667
101111.0,101.0,8.60460144398525,,8.604602,,5.319018853818056
587082.0,587.0,1.7186852503626266,,1.7186853,,4.189462167725618
587140.0,587.0,1.4055648220070578,,1.4055648,,4.170803338251123
101152.0,101.0,8.61381502685273,,8.613815,,5.2221668110870185
320026.0,320.0,9.715845879660343,,9.715846,,4.801382498414279
587186.0,587.0,1.4639395734874507,,1.4639395,,4.188334568705158
101127.0,101.0,8.460666803832735,,8.460667,,5.191208308570763
676121.0,676.0,6.1085980053042634,,6.108598,,2.13765283659564
587020.0,587.0,1.3440612253025785,,1.3440613,,4.403390765855657
589050.0,589.0,1.4650141526426705,,1.4650141,,4.534228738569929
101171.0,101.0,8.451236014819225,,8.451236,,5.141590534666475
101076.0,101.0,8.652072485800137,,8.652073,,5.43101343574172
587180.0,587.0,1.4180220157179155,,1.418022,,4.2354511830116
589026.0,589.0,1.4041174365306979,,1.4041175,,4.5461708675472705
101082.0,101.0,8.594785036715157,,8.594785,,5.402873511237528
587101.0,587.0,1.6703074154036481,,1.6703074,,4.222113516231338
320071.0,320.0,9.587737994847156,,9.587738,,4.668881603574692
676112.0,676.0,6.238874308744703,,6.2388744,,2.2054691008458573
676069.0,676.0,6.418875426665833,,6.418875,,2.2189143304719425
676135.0,676.0,6.197355295012171,,6.1973553,,2.249940400953016
587209.0,587.0,1.4712605120292306,,1.4712605,,4.249052625556771
