compound1,DateRDV,MontantIF,Bonus,DatePaye,Exempte,NbrLoc,Exempté,Bonus2,Observations,Date,a7
596130.0,,2000 FC,750FC,,,,,,,,596
596131.0,,2000 FC,750FC,,,,,,,,596
596132.0,,2000 FC,750FC,,,,,,,,596
596133.0,,2500 FC,750FC,,,,,,,,596
596134.0,,1500 FC,750FC,,,,,,,,596
596135.0,,3000 FC,750FC,,,,,,,,596
596136.0,,2000 FC,750FC,,,,,,,,596
596137.0,,2500 FC,750FC,,,,,,,,596
596138.0,,2500 FC,750FC,,,,,,,,596
596139.0,,2000 FC,,,Troisieme age,,,,,,596
596140.0,,2500 FC,750FC,,,,,,,,596
596141.0,,2000 FC,600FC,,,,,,,,596
596142.0,,1500 FC,750FC,,,,,,,,596
596144.0,,1500 FC,450FC,,,,,,,,596
596145.0,,2000 FC,750FC,,,,,,,,596
596146.0,,2000 FC,600FC,,,,,,,,596
596147.0,,13200 FC,2000FC,,,,,,,,596
596148.0,,2000 FC,600FC,,,,,,,,596
596149.0,,1500 FC,750FC,,,,,,,,596
596150.0,,1500 FC,750FC,,,,,,,,596
596151.0,,2500 FC,750FC,,,,,,,,596
596152.0,,2500 FC,750FC,,,,,,,,596
596153.0,,2000 FC,750FC,,,,,,,,596
596161.0,,2500 FC,750FC,,,,,,,,596
596162.0,,3000 FC,900FC,,,,,,,,596
596163.0,,2000 FC,750FC,,,,,,,,596
596164.0,,11000 FC,2000FC,,,,,,,,596
596165.0,,3000 FC,750FC,,,,,,,,596
596166.0,,3000 FC,900FC,,,,,,,,596
596167.0,,1500 FC,750FC,,,,,,,,596
596168.0,,1500 FC,750FC,,,,,,,,596
596169.0,,8800 FC,2000FC,,,,,,,,596
596170.0,,2000 FC,750FC,,,,,,,,596
596171.0,,2000 FC,750FC,,,,,,,,596
596172.0,,3000 FC,900FC,,,,,,,,596
596173.0,,2000 FC,750FC,,,,,,,,596
596174.0,,1500 FC,750FC,,,,,,,,596
596175.0,,1500 FC,750FC,,,,,,,,596
596176.0,,1500 FC,450FC,,,,,,,,596
596177.0,,2500 FC,750FC,,,,,,,,596
596178.0,,2500 FC,750FC,,,,,,,,596
596179.0,,2500 FC,750FC,,,,,,,,596
596180.0,,3000 FC,900FC,,,,,,,,596
596181.0,,2000 FC,600FC,,,,,,,,596
596182.0,,Payé,,  ,,,,,,,596
596183.0,,1500 FC,750FC,,,,,,,,596
596184.0,,3000 FC,750FC,,,,,,,,596
596185.0,,2000 FC,750FC,,,,,,,,596
596186.0,,2500 FC,750FC,,,,,,,,596
596187.0,,3000 FC,900FC,,,,,,,,596
596188.0,,3000 FC,900FC,,,,,,,,596
596189.0,,3000 FC,900FC,,,,,,,,596
596190.0,,2500 FC,750FC,,,,,,,,596
596191.0,,2500 FC,750FC,,,,,,,,596
596192.0,,2500 FC,750FC,,,,,,,,596
596193.0,,2500 FC,750FC,,,,,,,,596
596194.0,,2500 FC,750FC,,,,,,,,596
596195.0,,3000 FC,,,Pensionner Etat,,,,,,596
596196.0,,3000 FC,750FC,,,,,,,,596
596197.0,,2500 FC,750FC,,,,,,,,596
596198.0,,1500 FC,750FC,,,,,,,,596
596199.0,,3000 FC,900FC,,,,,,,,596
596200.0,,2500 FC,750FC,,,,,,,,596
596201.0,,13200 FC,2000FC,,,,,,,,596
596202.0,,1500 FC,,,Veuve,,,,,,596
596203.0,,1500 FC,,,Troisieme age,,,,,,596
540001.0,,2500 FC,750FC,,,,,,,,540
540002.0,,3000 FC,900FC,,,,,,,,540
540003.0,,2500 FC,750FC,,,,,,,,540
540004.0,,2000 FC,750FC,,,,,,,,540
540005.0,,1500 FC,750FC,,,,,,,,540
540006.0,,3000 FC,750FC,,,,,,,,540
540007.0,,2000 FC,600FC,,,,,,,,540
540008.0,,1500 FC,750FC,,,,,,,,540
540009.0,,1500 FC,450FC,,,,,,,,540
540010.0,,1500 FC,450FC,,,,,,,,540
540011.0,,2500 FC,,,Troisieme age,,,,,,540
540012.0,,3000 FC,750FC,,,,,,,,540
540013.0,,2500 FC,750FC,,,,,,,,540
540014.0,,2000 FC,750FC,,,,,,,,540
540015.0,,2000 FC,750FC,,,,,,,,540
540016.0,,2500 FC,750FC,,,,,,,,540
540017.0,,2500 FC,750FC,,,,,,,,540
540018.0,,2000 FC,600FC,,,,,,,,540
540019.0,,2500 FC,750FC,,,,,,,,540
540020.0,,2000 FC,600FC,,,,,,,,540
540021.0,,2500 FC,750FC,,,,,,,,540
540022.0,,2500 FC,750FC,,,,,,,,540
540023.0,,2000 FC,750FC,,,,,,,,540
540024.0,,1500 FC,,,Troisieme age,,,,,,540
540025.0,,2500 FC,750FC,,,,,,,,540
540026.0,,1500 FC,450FC,,,,,,,,540
540027.0,,1500 FC,450FC,,,,,,,,540
540028.0,,2000 FC,600FC,,,,,,,,540
540029.0,,3000 FC,750FC,,,,,,,,540
540030.0,,1500 FC,,,Troisieme age,,,,,,540
540031.0,,2500 FC,750FC,,,,,,,,540
540032.0,,1500 FC,750FC,,,,,,,,540
540033.0,,2000 FC,750FC,,,,,,,,540
540034.0,,2000 FC,600FC,,,,,,,,540
540035.0,,3000 FC,750FC,,,,,,,,540
540036.0,,3000 FC,750FC,,,,,,,,540
540037.0,,3000 FC,900FC,,,,,,,,540
540038.0,,2500 FC,750FC,,,,,,,,540
540039.0,,2000 FC,750FC,,,,,,,,540
540040.0,,1500 FC,750FC,,,,,,,,540
540041.0,,2000 FC,,,Troisieme age,,,,,,540
540042.0,,2500 FC,750FC,,,,,,,,540
540043.0,,1500 FC,750FC,,,,,,,,540
540044.0,,2500 FC,750FC,,,,,,,,540
540045.0,,2000 FC,750FC,,,,,,,,540
540046.0,,2000 FC,750FC,,,,,,,,540
540047.0,,3000 FC,900FC,,,,,,,,540
540048.0,,2500 FC,750FC,,,,,,,,540
540049.0,,2000 FC,600FC,,,,,,,,540
540050.0,,3000 FC,900FC,,,,,,,,540
540051.0,,2000 FC,600FC,,,,,,,,540
540052.0,,3000 FC,750FC,,,,,,,,540
540053.0,,3000 FC,900FC,,,,,,,,540
540054.0,,1500 FC,450FC,,,,,,,,540
540055.0,,2500 FC,750FC,,,,,,,,540
540056.0,,1500 FC,750FC,,,,,,,,540
540057.0,,3000 FC,900FC,,,,,,,,540
540058.0,,3000 FC,750FC,,,,,,,,540
540059.0,,2500 FC,750FC,,,,,,,,540
540060.0,,3000 FC,,,Troisieme age,,,,,,540
540061.0,,3000 FC,900FC,,,,,,,,540
540062.0,,1500 FC,,,Troisieme age,,,,,,540
540063.0,,1500 FC,,,Troisieme age,,,,,,540
540064.0,,2000 FC,600FC,,,,,,,,540
540065.0,,2500 FC,750FC,,,,,,,,540
540066.0,,1500 FC,,,Veuve,,,,,,540
540067.0,,2500 FC,,,Veuve,,,,,,540
540068.0,,1500 FC,750FC,,,,,,,,540
540069.0,,3000 FC,750FC,,,,,,,,540
540070.0,,3000 FC,900FC,,,,,,,,540
540071.0,,1500 FC,450FC,,,,,,,,540
540072.0,,2000 FC,750FC,,,,,,,,540
540073.0,,2500 FC,,,Troisieme age,,,,,,540
540074.0,,3000 FC,900FC,,,,,,,,540
540075.0,,1500 FC,750FC,,,,,,,,540
540076.0,,2000 FC,600FC,,,,,,,,540
540077.0,,1500 FC,,,Troisieme age,,,,,,540
540078.0,,2500 FC,750FC,,,,,,,,540
540079.0,,1500 FC,750FC,,,,,,,,540
540080.0,,3000 FC,900FC,,,,,,,,540
540081.0,,3000 FC,750FC,,,,,,,,540
540082.0,,1500 FC,450FC,,,,,,,,540
540083.0,,1500 FC,,,Troisieme age,,,,,,540
385001.0,,2000 FC,750FC,,,,,,,,385
385002.0,,2500 FC,750FC,,,,,,,,385
385003.0,,2000 FC,600FC,,,,,,,,385
385004.0,,2500 FC,,,Troisieme age,,,,,,385
385005.0,,2500 FC,750FC,,,,,,,,385
385006.0,,3000 FC,,,Veuve,,,,,,385
385007.0,,1500 FC,,,Veuve,,,,,,385
385008.0,,1500 FC,750FC,,,,,,,,385
385009.0,,2500 FC,750FC,,,,,,,,385
385010.0,,2500 FC,,,Veuve,,,,,,385
385011.0,,3000 FC,900FC,,,,,,,,385
385012.0,,1500 FC,450FC,,,,,,,,385
385013.0,,2000 FC,750FC,,,,,,,,385
385014.0,,3000 FC,900FC,,,,,,,,385
385015.0,,2000 FC,750FC,,,,,,,,385
385016.0,,3000 FC,900FC,,,,,,,,385
385017.0,,2500 FC,750FC,,,,,,,,385
385018.0,,2000 FC,750FC,,,,,,,,385
385019.0,,3000 FC,900FC,,,,,,,,385
385020.0,,2500 FC,750FC,,,,,,,,385
385021.0,,1500 FC,450FC,,,,,,,,385
385022.0,,2500 FC,750FC,,,,,,,,385
385023.0,,2000 FC,750FC,,,,,,,,385
385024.0,,2000 FC,750FC,,,,,,,,385
385025.0,,3000 FC,900FC,,,,,,,,385
385026.0,,2000 FC,600FC,,,,,,,,385
385027.0,,2000 FC,750FC,,,,,,,,385
385028.0,,2500 FC,750FC,,,,,,,,385
385029.0,,3000 FC,,,Veuve,,,,,,385
385030.0,,2500 FC,,,Veuve,,,,,,385
385031.0,,3000 FC,900FC,,,,,,,,385
385032.0,,2500 FC,750FC,,,,,,,,385
385033.0,,2000 FC,600FC,,,,,,,,385
385034.0,,3000 FC,900FC,,,,,,,,385
385035.0,,2500 FC,750FC,,,,,,,,385
385036.0,,2000 FC,,,Veuve,,,,,,385
385037.0,,1500 FC,750FC,,,,,,,,385
385038.0,,1500 FC,450FC,,,,,,,,385
385039.0,,3000 FC,,,Troisieme age,,,,,,385
385040.0,,2000 FC,750FC,,,,,,,,385
385041.0,,1500 FC,450FC,,,,,,,,385
385042.0,,2500 FC,750FC,,,,,,,,385
385043.0,,2500 FC,750FC,,,,,,,,385
385044.0,,3000 FC,900FC,,,,,,,,385
385045.0,,2500 FC,750FC,,,,,,,,385
385046.0,,3000 FC,750FC,,,,,,,,385
385047.0,,1500 FC,750FC,,,,,,,,385
385048.0,,2000 FC,750FC,,,,,,,,385
385049.0,,1500 FC,750FC,,,,,,,,385
385050.0,,3000 FC,750FC,,,,,,,,385
385051.0,,2500 FC,750FC,,,,,,,,385
385052.0,,3000 FC,900FC,,,,,,,,385
385053.0,,2000 FC,750FC,,,,,,,,385
385054.0,,1500 FC,450FC,,,,,,,,385
385055.0,,3000 FC,900FC,,,,,,,,385
385056.0,,3000 FC,750FC,,,,,,,,385
385057.0,,2000 FC,600FC,,,,,,,,385
385058.0,,2000 FC,750FC,,,,,,,,385
385059.0,"Dec 10, 2018",2500 FC,750FC,,,,,,,,385
385060.0,,2000 FC,600FC,,,,,,,,385
385061.0,,1500 FC,750FC,,,,,,,,385
385062.0,,3000 FC,,,Veuve,,,,,,385
385063.0,,1500 FC,450FC,,,,,,,,385
385064.0,,2000 FC,,,Troisieme age,,,,,,385
385065.0,,2500 FC,,,Veuve,,,,,,385
385066.0,,3000 FC,750FC,,,,,,,,385
385067.0,,1500 FC,750FC,,,,,,,,385
385068.0,,2500 FC,750FC,,,,,,,,385
385069.0,,1500 FC,750FC,,,,,,,,385
385070.0,,3000 FC,900FC,,,,,,,,385
385071.0,,2500 FC,750FC,,,,,,,,385
385072.0,,1500 FC,450FC,,,,,,,,385
385073.0,,3000 FC,,,Troisieme age,,,,,,385
385074.0,,3000 FC,900FC,,,,,,,,385
385075.0,,1500 FC,750FC,,,,,,,,385
385076.0,,2500 FC,750FC,,,,,,,,385
385077.0,,2500 FC,750FC,,,,,,,,385
385078.0,,2000 FC,750FC,,,,,,,,385
385079.0,,2000 FC,750FC,,,,,,,,385
385080.0,,1500 FC,750FC,,,,,,,,385
385081.0,,1500 FC,450FC,,,,,,,,385
385082.0,,1500 FC,450FC,,,,,,,,385
385083.0,,2000 FC,,,Veuve,,,,,,385
385084.0,,3000 FC,750FC,,,,,,,,385
385085.0,,2500 FC,750FC,,,,,,,,385
385086.0,,3000 FC,900FC,,,,,,,,385
385087.0,,2000 FC,600FC,,,,,,,,385
385088.0,,2500 FC,750FC,,,,,,,,385
385089.0,,3000 FC,,,Veuve,,,,,,385
385090.0,,1500 FC,,,Veuve,,,,,,385
385091.0,,2000 FC,,,Veuve,,,,,,385
385092.0,,3000 FC,750FC,,,,,,,,385
385093.0,,2500 FC,750FC,,,,,,,,385
385094.0,,1500 FC,450FC,,,,,,,,385
385095.0,,1500 FC,450FC,,,,,,,,385
385096.0,,2500 FC,750FC,,,,,,,,385
385097.0,,1500 FC,450FC,,,,,,,,385
385098.0,,2000 FC,750FC,,,,,,,,385
385099.0,,1500 FC,450FC,,,,,,,,385
385100.0,,2000 FC,750FC,,,,,,,,385
385101.0,,2500 FC,750FC,,,,,,,,385
385102.0,,3000 FC,750FC,,,,,,,,385
385103.0,,1500 FC,750FC,,,,,,,,385
385104.0,,2500 FC,750FC,,,,,,,,385
385105.0,,1500 FC,750FC,,,,,,,,385
385106.0,,3000 FC,750FC,,,,,,,,385
385107.0,,2000 FC,750FC,,,,,,,,385
385108.0,,3000 FC,900FC,,,,,,,,385
385109.0,,2000 FC,750FC,,,,,,,,385
385110.0,,2000 FC,,,Veuve,,,,,,385
385111.0,,2500 FC,750FC,,,,,,,,385
385112.0,,3000 FC,750FC,,,,,,,,385
385113.0,,1500 FC,,,Troisieme age,,,,,,385
385114.0,,1500 FC,450FC,,,,,,,,385
385115.0,,2500 FC,,,Veuve,,,,,,385
385116.0,,3000 FC,900FC,,,,,,,,385
385117.0,,3000 FC,900FC,,,,,,,,385
385118.0,,2500 FC,750FC,,,,,,,,385
385119.0,,3000 FC,,,Veuve,,,,,,385
385120.0,,3000 FC,900FC,,,,,,,,385
385121.0,,3000 FC,750FC,,,,,,,,385
385122.0,,Payé,,6 decembre 2018,,,,,,,385
385123.0,,2000 FC,,,Troisieme age,,,,,,385
385124.0,,3000 FC,900FC,,,,,,,,385
385125.0,,3000 FC,750FC,,,,,,,,385
385126.0,,1500 FC,,,Veuve,,,,,,385
385127.0,,2500 FC,750FC,,,,,,,,385
385128.0,,1500 FC,450FC,,,,,,,,385
385129.0,,2000 FC,,,Troisieme age,,,,,,385
385130.0,,2500 FC,750FC,,,,,,,,385
385131.0,,2000 FC,600FC,,,,,,,,385
385132.0,,2000 FC,600FC,,,,,,,,385
385133.0,,2500 FC,750FC,,,,,,,,385
385134.0,,1500 FC,450FC,,,,,,,,385
385135.0,,2000 FC,,,Troisieme age,,,,,,385
385136.0,,1500 FC,750FC,,,,,,,,385
385137.0,,2000 FC,600FC,,,,,,,,385
385138.0,,2500 FC,750FC,,,,,,,,385
385139.0,,3000 FC,900FC,,,,,,,,385
385140.0,,2000 FC,,,Veuve,,,,,,385
385141.0,,3000 FC,900FC,,,,,,,,385
385142.0,,3000 FC,750FC,,,,,,,,385
385143.0,,3000 FC,900FC,,,,,,,,385
385144.0,,1500 FC,450FC,,,,,,,,385
385145.0,,2500 FC,,,Troisieme age,,,,,,385
385146.0,,1500 FC,450FC,,,,,,,,385
385147.0,,2000 FC,750FC,,,,,,,,385
385148.0,,1500 FC,750FC,,,,,,,,385
385149.0,,3000 FC,750FC,,,,,,,,385
385150.0,,2000 FC,600FC,,,,,,,,385
385151.0,,2000 FC,750FC,,,,,,,,385
385152.0,,1500 FC,,,Veuve,,,,,,385
356001.0,,3000 FC,,,Troisieme age,,,,,,356
356002.0,,1500 FC,,,Troisieme age,,,,,,356
356003.0,,1500 FC,,,Troisieme age,,,,,,356
356004.0,,2500 FC,750FC,,,,,,,,356
356005.0,,2000 FC,600FC,,,,,,,,356
356006.0,,2500 FC,750FC,,,,,,,,356
356007.0,,2000 FC,750FC,,,,,,,,356
356008.0,,2500 FC,750FC,,,,,,,,356
356009.0,,11000 FC,2000FC,,,,,,,,356
356010.0,,2500 FC,,,Veuve,,,,,,356
356011.0,,2000 FC,,,Veuve,,,,,,356
356012.0,,2000 FC,600FC,,,,,,,,356
356013.0,,1500 FC,450FC,,,,,,,,356
356014.0,,2500 FC,750FC,,,,,,,,356
356015.0,,2000 FC,750FC,,,,,,,,356
356016.0,1-Dec-18,2000 FC,750FC,,,,,,,,356
356017.0,,1500 FC,750FC,,,,,,,,356
356018.0,,3000 FC,900FC,,,,,,,,356
356019.0,,1500 FC,750FC,,,,,,,,356
356020.0,,2000 FC,750FC,,,,,,,,356
356021.0,,3000 FC,750FC,,,,,,,,356
356022.0,,2000 FC,750FC,,,,,,,,356
356023.0,,1500 FC,450FC,,,,,,,,356
356024.0,,2000 FC,600FC,,,,,,,,356
356025.0,,2000 FC,600FC,,,,,,,,356
356026.0,,2500 FC,750FC,,,,,,,,356
356027.0,,2000 FC,750FC,,,,,,,,356
356028.0,,2500 FC,750FC,,,,,,,,356
356029.0,,2500 FC,,,Troisieme age,,,,,,356
356030.0,3-Dec-18,3000 FC,750FC,,,,,,,,356
356031.0,,1500 FC,750FC,,,,,,,,356
356032.0,,3000 FC,750FC,,,,,,,,356
356033.0,,2000 FC,600FC,,,,,,,,356
356034.0,,2000 FC,,,Veuve,,,,,,356
356035.0,,2500 FC,750FC,,,,,,,,356
356036.0,,1500 FC,750FC,,,,,,,,356
356037.0,,3000 FC,900FC,,,,,,,,356
356038.0,,1500 FC,750FC,,,,,,,,356
356039.0,,2500 FC,750FC,,,,,,,,356
356040.0,,2000 FC,750FC,,,,,,,,356
356041.0,,2500 FC,750FC,,,,,,,,356
356042.0,,1500 FC,,,Troisieme age,,,,,,356
356043.0,,2000 FC,600FC,,,,,,,,356
356044.0,,1500 FC,450FC,,,,,,,,356
356045.0,,2000 FC,600FC,,,,,,,,356
356046.0,,2500 FC,750FC,,,,,,,,356
356047.0,,2000 FC,,,Veuve,,,,,,356
356048.0,,2500 FC,750FC,,,,,,,,356
356049.0,,3000 FC,900FC,,,,,,,,356
356050.0,,1500 FC,750FC,,,,,,,,356
356051.0,,2500 FC,750FC,,,,,,,,356
356052.0,,2000 FC,750FC,,,,,,,,356
356053.0,,3000 FC,900FC,,,,,,,,356
356054.0,,1500 FC,450FC,,,,,,,,356
356055.0,,1500 FC,750FC,,,,,,,,356
356056.0,,2000 FC,600FC,,,,,,,,356
356057.0,,2500 FC,750FC,,,,,,,,356
356058.0,,1500 FC,450FC,,,,,,,,356
356059.0,,3000 FC,750FC,,,,,,,,356
356060.0,,1500 FC,450FC,,,,,,,,356
356061.0,,2000 FC,600FC,,,,,,,,356
356062.0,1-Dec-18,3000 FC,750FC,,,,,,,,356
356063.0,,1500 FC,450FC,,,,,,,,356
356064.0,,2500 FC,750FC,,,,,,,,356
356065.0,,2000 FC,600FC,,,,,,,,356
356066.0,,3000 FC,750FC,,,,,,,,356
356067.0,,2000 FC,750FC,,,,,,,,356
356068.0,,2000 FC,750FC,,,,,,,,356
356069.0,,3000 FC,750FC,,,,,,,,356
356070.0,,2000 FC,750FC,,,,,,,,356
356071.0,,3000 FC,,,Veuve,,,,,,356
356072.0,,3000 FC,900FC,,,,,,,,356
356073.0,,1500 FC,,,Troisieme age,,,,,,356
356074.0,,2500 FC,750FC,,,,,,,,356
356075.0,,2000 FC,,,Veuve,,,,,,356
356076.0,,2000 FC,600FC,,,,,,,,356
356077.0,,2000 FC,600FC,,,,,,,,356
356078.0,,2000 FC,600FC,,,,,,,,356
356079.0,,3000 FC,750FC,,,,,,,,356
356080.0,,1500 FC,750FC,,,,,,,,356
356081.0,,3000 FC,750FC,,,,,,,,356
356082.0,,2500 FC,,,Veuve,,,,,,356
356083.0,,3000 FC,900FC,,,,,,,,356
356084.0,,2000 FC,750FC,,,,,,,,356
356085.0,,2500 FC,,,Troisieme age,,,,,,356
356086.0,,1500 FC,450FC,,,,,,,,356
356087.0,,2000 FC,600FC,,,,,,,,356
356088.0,,2500 FC,,,Veuve,,,,,,356
356089.0,,3000 FC,750FC,,,,,,,,356
356090.0,,3000 FC,,,Veuve,,,,,,356
356091.0,,1500 FC,450FC,,,,,,,,356
356092.0,,1500 FC,,,Pensionner Etat,,,,,,356
356093.0,,3000 FC,,,Veuve,,,,,,356
356094.0,,2500 FC,,,Troisieme age,,,,,,356
356095.0,,2000 FC,,,Veuve,,,,,,356
356096.0,,2000 FC,750FC,,,,,,,,356
356097.0,,2500 FC,750FC,,,,,,,,356
356098.0,,1500 FC,450FC,,,,,,,,356
356099.0,,2500 FC,750FC,,,,,,,,356
356100.0,,2000 FC,750FC,,,,,,,,356
356101.0,,2000 FC,,,Veuve,,,,,,356
356102.0,,1500 FC,750FC,,,,,,,,356
356103.0,,1500 FC,450FC,,,,,,,,356
356104.0,,3000 FC,900FC,,,,,,,,356
356105.0,,1500 FC,450FC,,,,,,,,356
356106.0,,3000 FC,,,Veuve,,,,,,356
356107.0,,2000 FC,750FC,,,,,,,,356
356108.0,,3000 FC,,,Troisieme age,,,,,,356
356109.0,,2000 FC,750FC,,,,,,,,356
356110.0,,1500 FC,450FC,,,,,,,,356
356111.0,,2500 FC,750FC,,,,,,,,356
356112.0,,3000 FC,,,Troisieme age,,,,,,356
356113.0,,1500 FC,750FC,,,,,,,,356
356114.0,,2000 FC,,,Troisieme age,,,,,,356
356115.0,,2500 FC,750FC,,,,,,,,356
356116.0,,1500 FC,750FC,,,,,,,,356
356117.0,,1500 FC,450FC,,,,,,,,356
356118.0,,3000 FC,900FC,,,,,,,,356
356119.0,,1500 FC,750FC,,,,,,,,356
356120.0,,3000 FC,,,Veuve,,,,,,356
356122.0,,3000 FC,900FC,,,,,,,,356
356123.0,,2500 FC,750FC,,,,,,,,356
356124.0,,2000 FC,,,Veuve,,,,,,356
356125.0,,1500 FC,750FC,,,,,,,,356
356126.0,,2000 FC,600FC,,,,,,,,356
356127.0,,2000 FC,,,Troisieme age,,,,,,356
356128.0,,1500 FC,450FC,,,,,,,,356
356129.0,,2500 FC,750FC,,,,,,,,356
356130.0,,3000 FC,,,Troisieme age,,,,,,356
356131.0,,2000 FC,,,Troisieme age,,,,,,356
356132.0,,2500 FC,,,Troisieme age,,,,,,356
356133.0,,3000 FC,900FC,,,,,,,,356
356134.0,,2500 FC,750FC,,,,,,,,356
356135.0,,2500 FC,,,Troisieme age,,,,,,356
356136.0,,2000 FC,750FC,,,,,,,,356
356137.0,,3000 FC,900FC,,,,,,,,356
356138.0,,2500 FC,750FC,,,,,,,,356
356139.0,7-Dec-18,1500 FC,450FC,,,,,,,,356
356140.0,,3000 FC,750FC,,,,,,,,356
356141.0,,1500 FC,750FC,,,,,,,,356
356142.0,,2500 FC,750FC,,,,,,,,356
356143.0,,2000 FC,600FC,,,,,,,,356
356144.0,,2500 FC,750FC,,,,,,,,356
356145.0,,2500 FC,750FC,,,,,,,,356
356146.0,,3000 FC,900FC,,,,,,,,356
356147.0,,3000 FC,,,Eglise,,,,,,356
356148.0,,2500 FC,750FC,,,,,,,,356
356149.0,11-Dec-18,3000 FC,900FC,,,,,,,,356
356150.0,,2000 FC,750FC,,,,,,,,356
356151.0,,3000 FC,750FC,,,,,,,,356
356152.0,,2500 FC,750FC,,,,,,,,356
356153.0,,2500 FC,750FC,,,,,,,,356
356154.0,,2000 FC,600FC,,,,,,,,356
356155.0,,2000 FC,600FC,,,,,,,,356
356156.0,,1500 FC,750FC,,,,,,,,356
356157.0,,1500 FC,750FC,,,,,,,,356
356158.0,,1500 FC,750FC,,,,,,,,356
356159.0,,1500 FC,450FC,,,,,,,,356
356160.0,,2000 FC,,,Veuve,,,,,,356
356161.0,,3000 FC,750FC,,,,,,,,356
356162.0,,2000 FC,750FC,,,,,,,,356
356163.0,,1500 FC,750FC,,,,,,,,356
356164.0,,2000 FC,,,Veuve,,,,,,356
356165.0,,1500 FC,750FC,,,,,,,,356
356166.0,,2500 FC,750FC,,,,,,,,356
356167.0,,1500 FC,750FC,,,,,,,,356
356168.0,,1500 FC,750FC,,,,,,,,356
356169.0,,3000 FC,900FC,,,,,,,,356
356170.0,,1500 FC,750FC,,,,,,,,356
356171.0,,1500 FC,450FC,,,,,,,,356
356172.0,,2500 FC,,,Veuve,,,,,,356
356173.0,,2500 FC,,,Veuve,,,,,,356
356174.0,,2000 FC,750FC,,,,,,,,356
356175.0,,2500 FC,750FC,,,,,,,,356
356176.0,,2000 FC,600FC,,,,,,,,356
356177.0,,3000 FC,900FC,,,,,,,,356
356178.0,,3000 FC,750FC,,,,,,,,356
356179.0,30-Nov-18,2500 FC,750FC,,,,,,,,356
356180.0,,3000 FC,,,Veuve,,,,,,356
356181.0,,2500 FC,750FC,,,,,,,,356
356182.0,,2000 FC,600FC,,,,,,,,356
356183.0,,3000 FC,750FC,,,,,,,,356
356184.0,,3000 FC,900FC,,,,,,,,356
356185.0,,1500 FC,450FC,,,,,,,,356
356186.0,,3000 FC,900FC,,,,,,,,356
356187.0,,3000 FC,900FC,,,,,,,,356
356188.0,,3000 FC,,,Troisieme age,,,,,,356
544001.0,,1500 FC,450FC,,,,,,,,544
544002.0,,2000 FC,600FC,,,,,,,,544
544003.0,,1500 FC,750FC,,,,,,,,544
544004.0,,3000 FC,750FC,,,,,,,,544
544005.0,,1500 FC,750FC,,,,,,,,544
544006.0,,2500 FC,750FC,,,,,,,,544
544007.0,,2000 FC,600FC,,,,,,,,544
544008.0,,2000 FC,750FC,,,,,,,,544
544009.0,,2000 FC,,,Veuve,,,,,,544
544010.0,,2000 FC,,,Veuve,,,,,,544
544011.0,,1500 FC,450FC,,,,,,,,544
544012.0,,1500 FC,,,Troisieme age,,,,,,544
544013.0,,2000 FC,600FC,,,,,,,,544
544014.0,,1500 FC,450FC,,,,,,,,544
544015.0,,2500 FC,750FC,,,,,,,,544
544016.0,,2000 FC,750FC,,,,,,,,544
544017.0,,3000 FC,,,Troisieme age,,,,,,544
544018.0,29-Nov-18,2000 FC,600FC,,,,,,,,544
544019.0,,1500 FC,450FC,,,,,,,,544
544020.0,,1500 FC,750FC,,,,,,,,544
544021.0,,1500 FC,450FC,,,,,,,,544
544022.0,,1500 FC,450FC,,,,,,,,544
544023.0,,2500 FC,750FC,,,,,,,,544
544024.0,,1500 FC,750FC,,,,,,,,544
544025.0,,3000 FC,750FC,,,,,,,,544
544026.0,,2000 FC,,,Troisieme age,,,,,,544
544027.0,,2000 FC,750FC,,,,,,,,544
544028.0,,1500 FC,450FC,,,,,,,,544
544029.0,,2500 FC,750FC,,,,,,,,544
544030.0,,2000 FC,600FC,,,,,,,,544
544031.0,,2000 FC,750FC,,,,,,,,544
544032.0,,1500 FC,750FC,,,,,,,,544
544033.0,,2000 FC,600FC,,,,,,,,544
544034.0,,2000 FC,600FC,,,,,,,,544
544035.0,,1500 FC,750FC,,,,,,,,544
544036.0,,3000 FC,750FC,,,,,,,,544
544037.0,,3000 FC,,,Veuve,,,,,,544
544038.0,,2000 FC,750FC,,,,,,,,544
544039.0,,2500 FC,750FC,,,,,,,,544
544040.0,,2000 FC,600FC,,,,,,,,544
544041.0,,2500 FC,750FC,,,,,,,,544
544042.0,,3000 FC,750FC,,,,,,,,544
544043.0,,3000 FC,750FC,,,,,,,,544
544044.0,,1500 FC,,,Veuve,,,,,,544
544045.0,,2500 FC,750FC,,,,,,,,544
544046.0,,3000 FC,750FC,,,,,,,,544
544047.0,,2000 FC,600FC,,,,,,,,544
544048.0,,2500 FC,750FC,,,,,,,,544
544049.0,,3000 FC,750FC,,,,,,,,544
544050.0,,2000 FC,750FC,,,,,,,,544
544051.0,,2500 FC,750FC,,,,,,,,544
544052.0,,1500 FC,750FC,,,,,,,,544
544053.0,,2000 FC,600FC,,,,,,,,544
544054.0,,3000 FC,900FC,,,,,,,,544
544055.0,,1500 FC,750FC,,,,,,,,544
544056.0,,2500 FC,,,Veuve,,,,,,544
544057.0,,2000 FC,600FC,,,,,,,,544
544058.0,,2000 FC,600FC,,,,,,,,544
544059.0,,3000 FC,,,Troisieme age,,,,,,544
