compound1,DateRDV,MontantIF,Bonus,DatePaye,Exempte,NbrLoc,Exempté,Bonus2,Observations,Date,a7
588001.0,,3000 FC,900FC,,,,,,,,588
588002.0,,2500 FC,750FC,,,,,,,,588
588003.0,,1500 FC,750FC,,,,,,,,588
588004.0,,1500 FC,450FC,,,,,,,,588
588005.0,,1500 FC,450FC,,,,,,,,588
588006.0,,1500 FC,750FC,,,,,,,,588
588007.0,,2000 FC,600FC,,,,,,,,588
588008.0,,2500 FC,750FC,,,,,,,,588
588009.0,,2500 FC,,,Troisieme age,,,,,,588
588010.0,,2500 FC,750FC,,,,,,,,588
588011.0,,1500 FC,,,Veuve,,,,,,588
588012.0,,2000 FC,750FC,,,,,,,,588
588013.0,,2000 FC,600FC,,,,,,,,588
588014.0,,2500 FC,750FC,,,,,,,,588
588015.0,,8800 FC,2000FC,,,,,,,,588
588016.0,,3000 FC,900FC,,,,,,,,588
588017.0,,11000 FC,2000FC,,,,,,,,588
588018.0,,2500 FC,750FC,,,,,,,,588
588019.0,,3000 FC,,,Troisieme age,,,,,,588
588020.0,,3000 FC,,,Troisieme age,,,,,,588
588021.0,,2000 FC,,,Troisieme age,,,,,,588
588022.0,,1500 FC,750FC,,,,,,,,588
588023.0,,2500 FC,750FC,,,,,,,,588
588024.0,,11000 FC,2000FC,,,,,,,,588
588025.0,,8800 FC,2000FC,,,,,,,,588
588026.0,,2000 FC,750FC,,,,,,,,588
588027.0,27-Nov-18,3000 FC,750FC,,,,,,,,588
588028.0,,2500 FC,750FC,,,,,,,,588
588029.0,,1500 FC,750FC,,,,,,,,588
588030.0,,2000 FC,750FC,,,,,,,,588
588031.0,,8800 FC,2000FC,,,,,,,,588
588032.0,,2000 FC,750FC,,,,,,,,588
588033.0,,1500 FC,450FC,,,,,,,,588
588034.0,,1500 FC,750FC,,,,,,,,588
588035.0,,2000 FC,750FC,,,,,,,,588
588036.0,,1500 FC,750FC,,,,,,,,588
588037.0,,Payé,,  ,,,,,,,588
588038.0,,11000 FC,2000FC,,,,,,,,588
588039.0,,1500 FC,450FC,,,,,,,,588
588040.0,,1500 FC,750FC,,,,,,,,588
588041.0,,1500 FC,750FC,,,,,,,,588
588042.0,,2500 FC,750FC,,,,,,,,588
588043.0,,3000 FC,900FC,,,,,,,,588
588044.0,,2000 FC,600FC,,,,,,,,588
588045.0,,2000 FC,600FC,,,,,,,,588
588046.0,,1500 FC,450FC,,,,,,,,588
588047.0,,2000 FC,600FC,,,,,,,,588
588048.0,,1500 FC,750FC,,,,,,,,588
588049.0,,2000 FC,750FC,,,,,,,,588
588050.0,,2500 FC,750FC,,,,,,,,588
588051.0,,2500 FC,750FC,,,,,,,,588
588052.0,,3000 FC,750FC,,,,,,,,588
588053.0,,2000 FC,600FC,,,,,,,,588
588054.0,,2500 FC,750FC,,,,,,,,588
588055.0,,2500 FC,750FC,,,,,,,,588
588056.0,,8800 FC,2000FC,,,,,,,,588
588057.0,,3000 FC,900FC,,,,,,,,588
588058.0,,1500 FC,750FC,,,,,,,,588
588059.0,,3000 FC,900FC,,,,,,,,588
588060.0,,2000 FC,600FC,,,,,,,,588
588061.0,,8800 FC,2000FC,,,,,,,,588
588062.0,,1500 FC,450FC,,,,,,,,588
588063.0,,3000 FC,750FC,,,,,,,,588
588064.0,,3000 FC,900FC,,,,,,,,588
588065.0,,13200 FC,2000FC,,,,,,,,588
588066.0,,2500 FC,,,Veuve,,,,,,588
588067.0,,8800 FC,2000FC,,,,,,,,588
588068.0,,2000 FC,600FC,,,,,,,,588
588069.0,,13200 FC,2000FC,,,,,,,,588
588070.0,,6600 FC,2000FC,,,,,,,,588
588071.0,,11000 FC,2000FC,,,,,,,,588
588072.0,,3000 FC,900FC,,,,,,,,588
588073.0,,1500 FC,450FC,,,,,,,,588
588074.0,,3000 FC,,,Troisieme age,,,,,,588
588075.0,,2500 FC,750FC,,,,,,,,588
588076.0,,6600 FC,2000FC,,,,,,,,588
588077.0,,13200 FC,2000FC,,,,,,,,588
588078.0,,2000 FC,600FC,,,,,,,,588
588079.0,,2000 FC,600FC,,,,,,,,588
588080.0,,1500 FC,450FC,,,,,,,,588
588081.0,,13200 FC,2000FC,,,,,,,,588
588082.0,,6600 FC,2000FC,,,,,,,,588
588083.0,,2000 FC,600FC,,,,,,,,588
588084.0,,13200 FC,2000FC,,,,,,,,588
588085.0,,13200 FC,,,Troisieme age,,,,,,588
588086.0,,1500 FC,750FC,,,,,,,,588
588087.0,,11000 FC,2000FC,,,,,,,,588
588088.0,,3000 FC,900FC,,,,,,,,588
588089.0,,2000 FC,750FC,,,,,,,,588
588090.0,,6600 FC,2000FC,,,,,,,,588
588091.0,,3000 FC,750FC,,,,,,,,588
588092.0,,3000 FC,750FC,,,,,,,,588
238001.0,,6600 FC,2000FC,,,,,,,,238
238002.0,,1500 FC,750FC,,,,,,,,238
238003.0,,11000 FC,2000FC,,,,,,,,238
238004.0,,8800 FC,2000FC,,,,,,,,238
238005.0,,8800 FC,,,Troisieme age,,,,,,238
238006.0,,1500 FC,450FC,,,,,,,,238
238007.0,,2500 FC,750FC,,,,,,,,238
238008.0,,3000 FC,900FC,,,,,,,,238
238009.0,,2500 FC,750FC,,,,,,,,238
238010.0,,3000 FC,900FC,,,,,,,,238
238011.0,,2000 FC,,,Veuve,,,,,,238
238012.0,,13200 FC,,,Troisieme age,,,,,,238
238013.0,,2000 FC,600FC,,,,,,,,238
238014.0,,1500 FC,450FC,,,,,,,,238
238015.0,,13200 FC,2000FC,,,,,,,,238
238016.0,,8800 FC,2000FC,,,,,,,,238
238017.0,,11000 FC,2000FC,,,,,,,,238
238018.0,,3000 FC,,,Troisieme age,,,,,,238
238019.0,,2500 FC,750FC,,,,,,,,238
238020.0,,6600 FC,,,Troisieme age,,,,,,238
238021.0,,6600 FC,2000FC,,,,,,,,238
238022.0,,13200 FC,2000FC,,,,,,,,238
238023.0,,2500 FC,750FC,,,,,,,,238
238024.0,,3000 FC,900FC,,,,,,,,238
238025.0,,2500 FC,750FC,,,,,,,,238
238026.0,,1500 FC,750FC,,,,,,,,238
238027.0,,2500 FC,750FC,,,,,,,,238
238028.0,,2000 FC,750FC,,,,,,,,238
238029.0,,3000 FC,900FC,,,,,,,,238
238030.0,,11000 FC,2000FC,,,,,,,,238
238031.0,,6600 FC,2000FC,,,,,,,,238
238032.0,,8800 FC,2000FC,,,,,,,,238
238033.0,,2500 FC,,,Veuve,,,,,,238
238034.0,,2500 FC,750FC,,,,,,,,238
238035.0,,2000 FC,750FC,,,,,,,,238
238036.0,,8800 FC,2000FC,,,,,,,,238
238037.0,,8800 FC,2000FC,,,,,,,,238
238038.0,,8800 FC,2000FC,,,,,,,,238
238039.0,,2000 FC,,,Veuve,,,,,,238
238040.0,,2500 FC,750FC,,,,,,,,238
238041.0,,2500 FC,750FC,,,,,,,,238
238042.0,,13200 FC,2000FC,,,,,,,,238
238043.0,,2000 FC,600FC,,,,,,,,238
238044.0,,2500 FC,,,Troisieme age,,,,,,238
238045.0,5-Dec-18,1500 FC,450FC,,,,,,,,238
238046.0,,1500 FC,450FC,,,,,,,,238
238047.0,,8800 FC,2000FC,,,,,,,,238
238048.0,,8800 FC,,,Troisieme age,,,,,,238
238049.0,,2500 FC,,,Veuve,,,,,,238
238050.0,,13200 FC,2000FC,,,,,,,,238
238051.0,,8800 FC,2000FC,,,,,,,,238
238052.0,,1500 FC,,,Veuve,,,,,,238
238053.0,,3000 FC,750FC,,,,,,,,238
238054.0,,11000 FC,2000FC,,,,,,,,238
238055.0,,8800 FC,2000FC,,,,,,,,238
238056.0,,8800 FC,2000FC,,,,,,,,238
238057.0,,6600 FC,2000FC,,,,,,,,238
238058.0,,3000 FC,900FC,,,,,,,,238
238059.0,,8800 FC,2000FC,,,,,,,,238
238060.0,,2500 FC,750FC,,,,,,,,238
238061.0,,1500 FC,750FC,,,,,,,,238
238062.0,,3000 FC,,,Troisieme age,,,,,,238
238063.0,,2500 FC,750FC,,,,,,,,238
238064.0,,11000 FC,2000FC,,,,,,,,238
238065.0,,1500 FC,,,Veuve,,,,,,238
238066.0,,8800 FC,,  ,,,,,,,238
238067.0,,1500 FC,450FC,,,,,,,,238
238068.0,,1500 FC,750FC,,,,,,,,238
238069.0,,6600 FC,2000FC,,,,,,,,238
238070.0,,1500 FC,,,Pensionner Etat,,,,,,238
238071.0,,1500 FC,750FC,,,,,,,,238
238072.0,,6600 FC,,,Troisieme age,,,,,,238
238073.0,,2000 FC,600FC,,,,,,,,238
238074.0,,1500 FC,750FC,,,,,,,,238
238075.0,,3000 FC,900FC,,,,,,,,238
238076.0,,6600 FC,,,Pensionner Etat,,,,,,238
238077.0,,3000 FC,,,Veuve,,,,,,238
238078.0,,6600 FC,2000FC,,,,,,,,238
238079.0,,6600 FC,2000FC,,,,,,,,238
238080.0,,13200 FC,,,Veuve,,,,,,238
238081.0,,6600 FC,2000FC,,,,,,,,238
238082.0,,1500 FC,750FC,,,,,,,,238
238083.0,,2500 FC,750FC,,,,,,,,238
238084.0,,11000 FC,2000FC,,,,,,,,238
238085.0,,13200 FC,2000FC,,,,,,,,238
238086.0,,11000 FC,,,Troisieme age,,,,,,238
238087.0,,13200 FC,2000FC,,,,,,,,238
238088.0,,2500 FC,750FC,,,,,,,,238
238089.0,,6600 FC,,,Veuve,,,,,,238
238090.0,,8800 FC,2000FC,,,,,,,,238
238091.0,,11000 FC,2000FC,,,,,,,,238
238092.0,,2000 FC,600FC,,,,,,,,238
238093.0,,2500 FC,750FC,,,,,,,,238
238094.0,,11000 FC,2000FC,,,,,,,,238
238095.0,,1500 FC,750FC,,,,,,,,238
238096.0,,8800 FC,2000FC,,,,,,,,238
238097.0,,8800 FC,2000FC,,,,,,,,238
238098.0,,1500 FC,750FC,,,,,,,,238
238099.0,,2500 FC,,,Handicape,,,,,,238
238100.0,,2500 FC,750FC,,,,,,,,238
238101.0,,6600 FC,2000FC,,,,,,,,238
238102.0,,3000 FC,,,Troisieme age,,,,,,238
238103.0,,11000 FC,2000FC,,,,,,,,238
238104.0,,3000 FC,900FC,,,,,,,,238
238105.0,,13200 FC,,,Veuve,,,,,,238
238106.0,,6600 FC,2000FC,,,,,,,,238
238107.0,,11000 FC,,,Veuve,,,,,,238
238108.0,,6600 FC,,,Troisieme age,,,,,,238
238109.0,,2000 FC,,,Veuve,,,,,,238
238110.0,,2500 FC,,,Veuve,,,,,,238
238111.0,,2000 FC,600FC,,,,,,,,238
238112.0,,3000 FC,,,Veuve,,,,,,238
238113.0,,3000 FC,900FC,,,,,,,,238
238114.0,,3000 FC,900FC,,,,,,,,238
238115.0,,2000 FC,600FC,,,,,,,,238
238116.0,,2000 FC,,,Troisieme age,,,,,,238
238117.0,,1500 FC,750FC,,,,,,,,238
238118.0,,2000 FC,,,Veuve,,,,,,238
238119.0,,2000 FC,600FC,,,,,,,,238
238120.0,,1500 FC,750FC,,,,,,,,238
238121.0,,3000 FC,750FC,,,,,,,,238
238122.0,,2000 FC,,,Veuve,,,,,,238
238123.0,,2500 FC,750FC,,,,,,,,238
238124.0,,11000 FC,2000FC,,,,,,,,238
238125.0,,3000 FC,900FC,,,,,,,,238
238126.0,,8800 FC,2000FC,,,,,,,,238
238127.0,,1500 FC,750FC,,,,,,,,238
238128.0,,3000 FC,750FC,,,,,,,,238
238129.0,,2500 FC,750FC,,,,,,,,238
238130.0,,2500 FC,,,Troisieme age,,,,,,238
238131.0,,11000 FC,2000FC,,,,,,,,238
238132.0,,13200 FC,2000FC,,,,,,,,238
238133.0,,13200 FC,2000FC,,,,,,,,238
238134.0,,2500 FC,750FC,,,,,,,,238
238135.0,,2000 FC,750FC,,,,,,,,238
238136.0,,6600 FC,2000FC,,,,,,,,238
238137.0,,8800 FC,2000FC,,,,,,,,238
238138.0,,8800 FC,2000FC,,,,,,,,238
238139.0,,13200 FC,2000FC,,,,,,,,238
238140.0,,6600 FC,2000FC,,,,,,,,238
238141.0,,13200 FC,2000FC,,,,,,,,238
238142.0,,2500 FC,750FC,,,,,,,,238
238143.0,,2000 FC,750FC,,,,,,,,238
238144.0,,3000 FC,,,Veuve,,,,,,238
238145.0,,2500 FC,750FC,,,,,,,,238
238146.0,,3000 FC,900FC,,,,,,,,238
238147.0,,2000 FC,600FC,,,,,,,,238
238148.0,,6600 FC,2000FC,,,,,,,,238
238149.0,,6600 FC,2000FC,,,,,,,,238
238150.0,,2000 FC,750FC,,,,,,,,238
238151.0,,11000 FC,2000FC,,,,,,,,238
238152.0,,13200 FC,2000FC,,,,,,,,238
238153.0,,8800 FC,2000FC,,,,,,,,238
238154.0,,8800 FC,2000FC,,,,,,,,238
238155.0,,3000 FC,900FC,,,,,,,,238
238156.0,,11000 FC,2000FC,,,,,,,,238
238157.0,,11000 FC,2000FC,,,,,,,,238
238158.0,,8800 FC,,,Troisieme age,,,,,,238
238159.0,,2500 FC,750FC,,,,,,,,238
238160.0,,2500 FC,750FC,,,,,,,,238
238161.0,,3000 FC,750FC,,,,,,,,238
238162.0,,2500 FC,750FC,,,,,,,,238
238163.0,,1500 FC,450FC,,,,,,,,238
238164.0,,2500 FC,,,Troisieme age,,,,,,238
238165.0,,2000 FC,750FC,,,,,,,,238
238166.0,,1500 FC,750FC,,,,,,,,238
238167.0,,1500 FC,750FC,,,,,,,,238
238168.0,,2000 FC,600FC,,,,,,,,238
238169.0,,3000 FC,900FC,,,,,,,,238
238170.0,,1500 FC,750FC,,,,,,,,238
238171.0,,3000 FC,900FC,,,,,,,,238
576001.0,,1500 FC,750FC,,,,,,,,576
576002.0,,2500 FC,750FC,,,,,,,,576
576003.0,,2000 FC,600FC,,,,,,,,576
576004.0,,1500 FC,450FC,,,,,,,,576
576005.0,,3000 FC,900FC,,,,,,,,576
576006.0,,1500 FC,750FC,,,,,,,,576
576007.0,,2500 FC,750FC,,,,,,,,576
576008.0,,2500 FC,750FC,,,,,,,,576
576009.0,,2000 FC,600FC,,,,,,,,576
576010.0,,2000 FC,750FC,,,,,,,,576
576011.0,,2000 FC,750FC,,,,,,,,576
576012.0,,1500 FC,750FC,,,,,,,,576
576013.0,,2000 FC,600FC,,,,,,,,576
576014.0,,3000 FC,900FC,,,,,,,,576
576015.0,,2500 FC,750FC,,,,,,,,576
576016.0,,2000 FC,600FC,,,,,,,,576
576017.0,,2000 FC,750FC,,,,,,,,576
576018.0,,2500 FC,750FC,,,,,,,,576
576019.0,,2500 FC,750FC,,,,,,,,576
576020.0,,1500 FC,450FC,,,,,,,,576
576021.0,,8800 FC,,,Couvent,,,,,,576
576022.0,,3000 FC,750FC,,,,,,,,576
576023.0,,2500 FC,750FC,,,,,,,,576
576024.0,,3000 FC,750FC,,,,,,,,576
576025.0,,3000 FC,750FC,,,,,,,,576
576026.0,,3000 FC,750FC,,,,,,,,576
576027.0,,2000 FC,,,Veuve,,,,,,576
576028.0,,3000 FC,750FC,,,,,,,,576
576029.0,,1500 FC,750FC,,,,,,,,576
576030.0,,1500 FC,750FC,,,,,,,,576
576031.0,,2000 FC,750FC,,,,,,,,576
576032.0,,1500 FC,750FC,,,,,,,,576
576033.0,,1500 FC,750FC,,,,,,,,576
576034.0,,3000 FC,900FC,,,,,,,,576
576035.0,,2000 FC,750FC,,,,,,,,576
576036.0,,3000 FC,900FC,,,,,,,,576
576037.0,,2000 FC,600FC,,,,,,,,576
576038.0,,2500 FC,750FC,,,,,,,,576
576039.0,,2000 FC,,,Troisieme age,,,,,,576
576040.0,,2000 FC,600FC,,,,,,,,576
576041.0,,1500 FC,450FC,,,,,,,,576
576042.0,,1500 FC,450FC,,,,,,,,576
576043.0,,3000 FC,750FC,,,,,,,,576
576044.0,,2500 FC,750FC,,,,,,,,576
576045.0,,3000 FC,900FC,,,,,,,,576
576046.0,,1500 FC,450FC,,,,,,,,576
576047.0,,2500 FC,750FC,,,,,,,,576
576048.0,,1500 FC,450FC,,,,,,,,576
576049.0,,1500 FC,750FC,,,,,,,,576
576050.0,,2000 FC,600FC,,,,,,,,576
576051.0,,3000 FC,900FC,,,,,,,,576
576052.0,,1500 FC,450FC,,,,,,,,576
576053.0,,2500 FC,750FC,,,,,,,,576
576054.0,,2000 FC,750FC,,,,,,,,576
576055.0,,2500 FC,750FC,,,,,,,,576
576056.0,,3000 FC,900FC,,,,,,,,576
576057.0,,3000 FC,900FC,,,,,,,,576
576058.0,,2000 FC,600FC,,,,,,,,576
576059.0,,3000 FC,750FC,,,,,,,,576
576060.0,,1500 FC,750FC,,,,,,,,576
576061.0,,3000 FC,900FC,,,,,,,,576
576062.0,,2500 FC,750FC,,,,,,,,576
576063.0,,2000 FC,600FC,,,,,,,,576
576064.0,,2500 FC,750FC,,,,,,,,576
576065.0,,2500 FC,750FC,,,,,,,,576
576066.0,,3000 FC,900FC,,,,,,,,576
576067.0,,2000 FC,750FC,,,,,,,,576
576068.0,,2000 FC,,,Veuve,,,,,,576
576069.0,,2500 FC,750FC,,,,,,,,576
576070.0,,3000 FC,750FC,,,,,,,,576
576071.0,,2500 FC,750FC,,,,,,,,576
576072.0,,2500 FC,750FC,,,,,,,,576
576073.0,,2500 FC,750FC,,,,,,,,576
576074.0,,2000 FC,750FC,,,,,,,,576
576075.0,,2000 FC,750FC,,,,,,,,576
576076.0,,3000 FC,900FC,,,,,,,,576
576077.0,,1500 FC,450FC,,,,,,,,576
576078.0,,2000 FC,750FC,,,,,,,,576
576079.0,,1500 FC,450FC,,,,,,,,576
576080.0,,3000 FC,900FC,,,,,,,,576
576081.0,,3000 FC,900FC,,,,,,,,576
576082.0,,2000 FC,,,Pensionner Etat,,,,,,576
576083.0,,3000 FC,900FC,,,,,,,,576
576084.0,,2500 FC,,,Troisieme age,,,,,,576
576085.0,,3000 FC,750FC,,,,,,,,576
576086.0,,2500 FC,750FC,,,,,,,,576
576087.0,,1500 FC,,,Veuve,,,,,,576
576088.0,,1500 FC,750FC,,,,,,,,576
576089.0,,1500 FC,450FC,,,,,,,,576
576090.0,,2000 FC,750FC,,,,,,,,576
576091.0,,3000 FC,900FC,,,,,,,,576
576092.0,,2500 FC,750FC,,,,,,,,576
576093.0,,3000 FC,,,Veuve,,,,,,576
576094.0,,1500 FC,450FC,,,,,,,,576
576095.0,,2000 FC,750FC,,,,,,,,576
576096.0,,2500 FC,750FC,,,,,,,,576
576097.0,,3000 FC,750FC,,,,,,,,576
576098.0,,1500 FC,450FC,,,,,,,,576
576099.0,,2500 FC,750FC,,,,,,,,576
576100.0,,2000 FC,600FC,,,,,,,,576
576101.0,,2500 FC,750FC,,,,,,,,576
576102.0,,3000 FC,900FC,,,,,,,,576
576103.0,,2500 FC,,,Veuve,,,,,,576
576104.0,,2000 FC,750FC,,,,,,,,576
576105.0,,2000 FC,600FC,,,,,,,,576
576106.0,,3000 FC,900FC,,,,,,,,576
576107.0,,2500 FC,750FC,,,,,,,,576
576108.0,,1500 FC,450FC,,,,,,,,576
576109.0,,1500 FC,450FC,,,,,,,,576
576110.0,,2000 FC,750FC,,,,,,,,576
576111.0,,2500 FC,750FC,,,,,,,,576
576112.0,"Aug 18, 2018",1500 FC,750FC,,,,,,,,576
576113.0,,2500 FC,750FC,,,,,,,,576
576114.0,,1500 FC,,,Troisieme age,,,,,,576
576115.0,,1500 FC,,,Veuve,,,,,,576
576116.0,,1500 FC,450FC,,,,,,,,576
576117.0,,2500 FC,750FC,,,,,,,,576
576118.0,,2000 FC,600FC,,,,,,,,576
576119.0,,1500 FC,,,Veuve,,,,,,576
576120.0,,3000 FC,900FC,,,,,,,,576
576121.0,,1500 FC,450FC,,,,,,,,576
576122.0,,2500 FC,750FC,,,,,,,,576
576123.0,,2500 FC,750FC,,,,,,,,576
576124.0,,2000 FC,750FC,,,,,,,,576
370001.0,,13200 FC,2000FC,,,,,,,,370
370002.0,,1500 FC,450FC,,,,,,,,370
370003.0,,2500 FC,750FC,,,,,,,,370
370004.0,,2500 FC,,,Troisieme age,,,,,,370
370005.0,,3000 FC,,,Troisieme age,,,,,,370
370006.0,,3000 FC,750FC,,,,,,,,370
370007.0,,1500 FC,,,Troisieme age,,,,,,370
370008.0,,3000 FC,750FC,,,,,,,,370
370009.0,,1500 FC,450FC,,,,,,,,370
370010.0,,2500 FC,,,Troisieme age,,,,,,370
370011.0,,1500 FC,,,Troisieme age,,,,,,370
370012.0,,2500 FC,,,Troisieme age,,,,,,370
370013.0,,2500 FC,750FC,,,,,,,,370
370014.0,,1500 FC,,,Handicape,,,,,,370
370015.0,,2500 FC,750FC,,,,,,,,370
370016.0,,2500 FC,750FC,,,,,,,,370
370017.0,,2000 FC,600FC,,,,,,,,370
370018.0,,2000 FC,750FC,,,,,,,,370
370019.0,,1500 FC,750FC,,,,,,,,370
370020.0,,11000 FC,2000FC,,,,,,,,370
370021.0,,2000 FC,,,Troisieme age,,,,,,370
370022.0,,1500 FC,450FC,,,,,,,,370
370023.0,,2500 FC,750FC,,,,,,,,370
370024.0,,2500 FC,750FC,,,,,,,,370
370025.0,,3000 FC,750FC,,,,,,,,370
370026.0,,3000 FC,,,Veuve,,,,,,370
370027.0,,2500 FC,750FC,,,,,,,,370
370028.0,,3000 FC,900FC,,,,,,,,370
370029.0,,1500 FC,,,Troisieme age,,,,,,370
370030.0,,1500 FC,750FC,,,,,,,,370
370031.0,,2500 FC,750FC,,,,,,,,370
370032.0,,2000 FC,,,Troisieme age,,,,,,370
370033.0,,3000 FC,,,Troisieme age,,,,,,370
370034.0,,1500 FC,450FC,,,,,,,,370
370035.0,,2500 FC,,,Veuve,,,,,,370
370036.0,,1500 FC,450FC,,,,,,,,370
370037.0,,2000 FC,750FC,,,,,,,,370
370038.0,,2500 FC,750FC,,,,,,,,370
370039.0,,3000 FC,750FC,,,,,,,,370
370040.0,,1500 FC,450FC,,,,,,,,370
370041.0,,1500 FC,750FC,,,,,,,,370
370042.0,,2000 FC,,,Troisieme age,,,,,,370
370043.0,,1500 FC,750FC,,,,,,,,370
370044.0,,2000 FC,750FC,,,,,,,,370
370045.0,,2000 FC,750FC,,,,,,,,370
370046.0,,1500 FC,750FC,,,,,,,,370
370047.0,,2000 FC,750FC,,,,,,,,370
370048.0,,2000 FC,750FC,,,,,,,,370
370049.0,,3000 FC,750FC,,,,,,,,370
370050.0,,2500 FC,750FC,,,,,,,,370
370051.0,,3000 FC,750FC,,,,,,,,370
370052.0,,3000 FC,,,Troisieme age,,,,,,370
370053.0,,3000 FC,750FC,,,,,,,,370
370054.0,,2500 FC,750FC,,,,,,,,370
370055.0,,3000 FC,750FC,,,,,,,,370
370056.0,,1500 FC,450FC,,,,,,,,370
370057.0,,3000 FC,,,Troisieme age,,,,,,370
370058.0,,3000 FC,750FC,,,,,,,,370
370059.0,,2500 FC,750FC,,,,,,,,370
370060.0,,2000 FC,750FC,,,,,,,,370
370061.0,,1500 FC,450FC,,,,,,,,370
370062.0,,1500 FC,,,Troisieme age,,,,,,370
370063.0,,3000 FC,,,Troisieme age,,,,,,370
370064.0,,1500 FC,450FC,,,,,,,,370
370065.0,,2500 FC,,,Troisieme age,,,,,,370
370066.0,,2500 FC,750FC,,,,,,,,370
370067.0,,2000 FC,750FC,,,,,,,,370
370068.0,,2000 FC,750FC,,,,,,,,370
370069.0,,3000 FC,750FC,,,,,,,,370
370070.0,,13200 FC,2000FC,,,,,,,,370
370071.0,,2000 FC,750FC,,,,,,,,370
370072.0,,3000 FC,750FC,,,,,,,,370
370073.0,,2500 FC,750FC,,,,,,,,370
370074.0,,2500 FC,750FC,,,,,,,,370
370075.0,,1500 FC,,,Troisieme age,,,,,,370
370076.0,,1500 FC,,,Troisieme age,,,,,,370
370077.0,,2500 FC,,,Troisieme age,,,,,,370
370078.0,,2000 FC,750FC,,,,,,,,370
370079.0,,2000 FC,,,Troisieme age,,,,,,370
370080.0,,2500 FC,750FC,,,,,,,,370
370081.0,,2000 FC,,,Troisieme age,,,,,,370
370082.0,,2000 FC,750FC,,,,,,,,370
370083.0,,3000 FC,750FC,,,,,,,,370
370084.0,,13200 FC,2000FC,,,,,,,,370
370085.0,,2500 FC,750FC,,,,,,,,370
370086.0,,3000 FC,,,Troisieme age,,,,,,370
370087.0,,2000 FC,,,Troisieme age,,,,,,370
370088.0,,2500 FC,750FC,,,,,,,,370
370089.0,,1500 FC,750FC,,,,,,,,370
370090.0,,2500 FC,750FC,,,,,,,,370
370091.0,,1500 FC,450FC,,,,,,,,370
370092.0,,1500 FC,750FC,,,,,,,,370
370093.0,,2000 FC,600FC,,,,,,,,370
370094.0,,2500 FC,,,Troisieme age,,,,,,370
370095.0,,1500 FC,450FC,,,,,,,,370
370096.0,,3000 FC,900FC,,,,,,,,370
370097.0,,1500 FC,750FC,,,,,,,,370
370098.0,,2500 FC,750FC,,,,,,,,370
370099.0,,1500 FC,450FC,,,,,,,,370
370100.0,,2000 FC,600FC,,,,,,,,370
370101.0,,3000 FC,750FC,,,,,,,,370
370102.0,,3000 FC,900FC,,,,,,,,370
370103.0,,3000 FC,,,Troisieme age,,,,,,370
370104.0,,2000 FC,600FC,,,,,,,,370
370105.0,,2000 FC,750FC,,,,,,,,370
370106.0,,1500 FC,,,Troisieme age,,,,,,370
370107.0,,3000 FC,750FC,,,,,,,,370
370108.0,,8800 FC,2000FC,,,,,,,,370
370109.0,,1500 FC,,,Troisieme age,,,,,,370
370110.0,,2000 FC,,,Troisieme age,,,,,,370
370111.0,,2000 FC,750FC,,,,,,,,370
370112.0,,1500 FC,450FC,,,,,,,,370
370113.0,,1500 FC,450FC,,,,,,,,370
370114.0,,8800 FC,2000FC,,,,,,,,370
370115.0,,3000 FC,900FC,,,,,,,,370
370116.0,,3000 FC,750FC,,,,,,,,370
370117.0,,2500 FC,750FC,,,,,,,,370
370118.0,,3000 FC,900FC,,,,,,,,370
370119.0,,3000 FC,900FC,,,,,,,,370
370120.0,,2000 FC,600FC,,,,,,,,370
370121.0,,2000 FC,750FC,,,,,,,,370
370122.0,,3000 FC,900FC,,,,,,,,370
370123.0,,2000 FC,600FC,,,,,,,,370
370124.0,,2500 FC,750FC,,,,,,,,370
370125.0,,2500 FC,750FC,,,,,,,,370
370126.0,,2500 FC,,,Veuve,,,,,,370
370127.0,,2500 FC,750FC,,,,,,,,370
370128.0,,1500 FC,,,Troisieme age,,,,,,370
370129.0,,2500 FC,750FC,,,,,,,,370
370130.0,,11000 FC,2000FC,,,,,,,,370
370131.0,,2000 FC,600FC,,,,,,,,370
370132.0,,3000 FC,900FC,,,,,,,,370
370133.0,,2000 FC,600FC,,,,,,,,370
370134.0,,3000 FC,750FC,,,,,,,,370
370135.0,,2000 FC,750FC,,,,,,,,370
370136.0,,3000 FC,900FC,,,,,,,,370
370137.0,,2000 FC,750FC,,,,,,,,370
370138.0,,2500 FC,,,Troisieme age,,,,,,370
370139.0,,3000 FC,,,Troisieme age,,,,,,370
370140.0,,1500 FC,,,Troisieme age,,,,,,370
370141.0,,2500 FC,,,Troisieme age,,,,,,370
370142.0,,2500 FC,750FC,,,,,,,,370
370143.0,,3000 FC,900FC,,,,,,,,370
370144.0,,3000 FC,900FC,,,,,,,,370
370145.0,,1500 FC,450FC,,,,,,,,370
370146.0,,3000 FC,,,Troisieme age,,,,,,370
614001.0,,1500 FC,450FC,,,,,,,,614
614002.0,,2000 FC,600FC,,,,,,,,614
614003.0,,2500 FC,750FC,,,,,,,,614
614004.0,,1500 FC,750FC,,,,,,,,614
614005.0,,1500 FC,750FC,,,,,,,,614
614006.0,,8800 FC,2000FC,,,,,,,,614
614007.0,,2000 FC,600FC,,,,,,,,614
614008.0,,2000 FC,600FC,,,,,,,,614
614009.0,,3000 FC,,,Troisieme age,,,,,,614
614010.0,,2000 FC,600FC,,,,,,,,614
614011.0,,2500 FC,750FC,,,,,,,,614
